,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,97.0,28.0
alsa.csv,3.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,14.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,97.0,4.0
boost.csv,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,27.0,33.0
fmri-dmt.csv,3.0,0.0,64.0,52.0,0.0,0.0,0.0,66.0,15.0,1.0,0.0,7.0,168.0,2.0,0.0,85.0,97.0,2.0
genecys.csv,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,2.0,1.0,2.0,2.0,6.0,8.0,46.0,14.0
gusanos.csv,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,12.0,0.0,19.0,1.0,8.0,9.0,0.0,7.0,41.0
hatari.csv,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17.0,4.0,2.0,7.0,1.0,9.0,1.0,0.0,11.0,21.0
n2cms.csv,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,12.0,1.0,15.0,2.0,6.0,97.0,0.0
nug.csv,4.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,10.0,0.0,5.0,1.0,0.0,2.0,3.0,0.0,97.0,17.0
nuttx.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,6.0,30.0,0.0
proftp.csv,3.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,9.0,0.0,3.0,3.0,0.0,4.0,2.0,0.0,9.0,21.0
pydev.csv,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,16.0,1.0,5.0,0.0,3.0,0.0,2.0,0.0,16.0,13.0
tcl.csv,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,1.0,0.0,1.0,168.0,2.0,67.0,0.0,11.0,11.0
truevision.csv,5.0,0.0,0.0,2.0,78.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,1.0,97.0,4.0
uclmda.csv,9.0,0.0,5.0,18.0,0.0,0.0,1.0,0.0,6.0,12.0,4.0,13.0,0.0,3.0,10.0,0.0,12.0,118.0
uwom.csv,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,1.0,12.0,0.0,8.0,3.0,12.0,97.0,0.0
wxjs.csv,121.0,222.0,64.0,52.0,78.0,70.0,259.0,66.0,152.0,396.0,95.0,108.0,168.0,104.0,67.0,85.0,0.0,828.0
wxstudio.csv,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,6.0,4.0,1.0,20.0,2.0,1.0,10.0,0.0,35.0,24.0
