,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.82,0.92,0.93,0.56,0.95,0.7,0.87,0.97,0.33,0.72,0.83,0.95,1.03,0.76,0.67,0.88,1.0,0.73
alsa.csv,0.58,0.89,0.64,0.94,0.95,0.84,0.01,0.84,0.93,0.52,0.91,0.79,0.89,0.67,0.36,0.84,1.0,0.77
boost.csv,0.74,0.88,0.68,0.68,0.87,0.51,0.77,0.58,0.82,0.03,0.62,0.85,0.52,0.67,0.75,0.78,0.68,0.7
fmri-dmt.csv,0.88,0.88,1.0,1.0,0.9,0.89,0.97,1.0,0.93,0.91,0.96,0.93,1.0,0.74,0.0,1.0,1.0,0.95
genecys.csv,0.95,0.93,0.8,0.98,0.87,0.0,0.82,0.87,0.97,0.94,0.93,0.89,1.0,0.94,0.97,0.81,0.91,0.9
gusanos.csv,0.69,0.8,0.64,0.69,0.59,0.6,0.71,0.58,0.77,0.74,0.05,0.83,0.84,0.68,0.78,0.63,0.86,0.55
hatari.csv,0.69,0.84,0.03,0.73,0.79,0.77,0.63,0.57,0.73,0.54,0.72,0.61,0.8,0.66,0.7,0.72,0.58,0.66
n2cms.csv,0.02,0.85,0.7,0.73,0.87,0.65,0.7,0.87,0.92,0.75,0.62,0.75,0.57,0.67,0.41,0.87,1.0,0.72
nug.csv,0.72,0.72,0.79,0.06,0.73,0.77,0.82,0.9,0.63,0.87,0.77,0.84,0.99,0.65,0.69,0.86,1.04,0.52
nuttx.csv,0.73,0.08,0.58,0.63,0.9,0.69,0.63,0.58,0.54,0.6,0.71,0.85,0.57,0.75,0.77,0.81,0.86,0.58
proftp.csv,0.75,0.88,0.8,0.81,0.57,0.63,0.74,0.03,0.62,0.72,0.65,0.65,1.03,0.55,0.6,0.84,0.69,0.66
pydev.csv,0.62,0.67,0.43,0.66,0.67,0.72,0.7,0.68,0.82,0.65,0.71,0.62,0.91,0.08,0.65,0.59,0.79,0.63
tcl.csv,0.98,0.87,0.9,0.68,0.08,0.91,0.84,0.63,0.77,0.75,0.78,0.91,1.0,0.84,1.0,0.85,0.69,0.82
truevision.csv,0.63,0.8,0.69,0.73,1.0,0.82,0.81,0.5,0.68,0.62,0.79,0.03,1.33,0.63,0.74,0.82,1.01,0.48
uclmda.csv,0.88,0.64,0.89,1.07,0.88,0.96,0.78,0.57,0.8,0.81,0.78,0.81,0.0,0.89,0.89,0.59,0.35,0.94
uwom.csv,0.73,1.0,0.91,0.62,0.72,0.98,0.99,0.69,0.73,0.57,0.82,0.69,0.77,0.67,0.65,0.92,1.04,0.04
wxjs.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12,1.0
wxstudio.csv,0.59,0.88,0.48,0.75,0.71,0.84,0.83,0.61,0.48,0.88,0.58,0.73,1.03,0.75,0.61,0.04,0.86,0.68
