,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.09,0.05,0.08,0.17,0.02,0.33,0.18,0.0,0.0,0.12,0.14,0.06,0.33,0.09,0.08,0.49,0.06,0.23
alsa.csv,0.3,0.18,0.25,0.08,0.08,0.0,0.01,0.24,0.15,0.24,0.14,0.06,0.33,0.33,0.32,0.31,0.08,0.13
boost.csv,0.28,0.41,0.47,0.58,0.82,0.44,0.59,0.38,0.48,0.01,0.45,0.82,0.33,0.42,0.34,0.59,0.57,0.65
fmri-dmt.csv,0.08,0.44,0.0,0.0,0.1,0.0,0.08,0.0,0.13,0.08,0.0,0.11,0.0,0.55,0.0,0.08,0.0,0.01
genecys.csv,0.95,0.92,0.78,0.97,0.85,0.0,0.8,0.86,0.97,0.94,0.93,0.89,1.0,0.94,0.97,0.76,0.88,0.89
gusanos.csv,0.3,0.51,0.42,0.56,0.25,0.44,0.65,0.38,0.58,0.5,0.03,0.8,0.83,0.49,0.4,0.37,0.41,0.46
hatari.csv,0.46,0.59,0.0,0.5,0.78,0.11,0.56,0.41,0.3,0.42,0.45,0.54,0.5,0.51,0.68,0.51,0.44,0.27
n2cms.csv,0.0,0.31,0.14,0.17,0.75,0.44,0.16,0.11,0.09,0.15,0.31,0.31,0.5,0.48,0.37,0.33,0.09,0.18
nug.csv,0.31,0.51,0.44,0.0,0.4,0.44,0.18,0.35,0.24,0.06,0.38,0.35,0.0,0.28,0.18,0.67,0.29,0.24
nuttx.csv,0.43,0.08,0.17,0.42,0.08,0.11,0.38,0.35,0.19,0.32,0.38,0.07,0.5,0.65,0.77,0.2,0.41,0.13
proftp.csv,0.16,0.15,0.08,0.56,0.42,0.33,0.27,0.03,0.36,0.13,0.31,0.54,0.33,0.22,0.32,0.22,0.3,0.24
pydev.csv,0.15,0.56,0.33,0.39,0.62,0.56,0.29,0.14,0.34,0.31,0.31,0.32,0.67,0.0,0.42,0.24,0.26,0.19
tcl.csv,0.09,0.23,0.06,0.33,0.0,0.11,0.1,0.27,0.39,0.17,0.17,0.18,0.0,0.07,0.1,0.16,0.29,0.08
truevision.csv,0.49,0.15,0.03,0.17,0.1,0.44,0.06,0.19,0.12,0.33,0.14,0.0,1.0,0.58,0.74,0.24,0.12,0.12
uclmda.csv,0.27,0.51,0.22,0.61,0.55,0.22,0.47,0.41,0.29,0.45,0.76,0.73,0.0,0.32,0.31,0.41,0.32,0.37
uwom.csv,0.47,1.0,0.17,0.19,0.62,0.0,0.99,0.16,0.29,0.31,0.07,0.45,0.67,0.45,0.42,0.31,0.28,0.0
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wxstudio.csv,0.27,0.23,0.39,0.53,0.18,0.56,0.26,0.3,0.41,0.56,0.21,0.62,1.0,0.48,0.35,0.04,0.7,0.41
