,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.94,0.94,0.8,0.86,0.67,0.85,0.98,0.0,0.88,0.82,0.94,0.83,0.86,0.93,0.86,0.91,0.8,0.79
alsa.csv,0.63,0.97,0.57,0.75,0.8,0.9,0.47,0.8,0.95,0.63,0.91,0.92,0.97,0.53,0.52,0.87,0.86,0.99
boost.csv,0.67,0.82,0.66,0.47,0.44,0.39,0.52,0.61,0.51,0.7,0.55,0.38,0.34,0.54,0.57,0.62,0.55,0.5
fmri-dmt.csv,0.92,0.95,0.0,0.0,0.88,0.86,0.92,0.0,0.95,0.97,0.67,0.91,0.0,0.59,0.83,0.75,0.0,0.94
genecys.csv,0.39,0.54,0.38,0.38,0.38,0.45,0.39,0.38,0.44,0.44,0.42,0.42,0.26,0.36,0.3,0.44,0.45,0.39
gusanos.csv,0.55,0.5,0.47,0.33,0.46,0.29,0.4,0.42,0.42,0.49,0.39,0.41,0.28,0.38,0.44,0.44,0.46,0.46
hatari.csv,0.58,0.71,0.57,0.46,0.34,0.94,0.45,0.45,0.68,0.59,0.67,0.4,0.67,0.43,0.32,0.67,0.47,0.79
n2cms.csv,0.62,0.63,0.71,0.73,0.38,0.41,0.78,0.88,0.93,0.76,0.47,0.74,0.3,0.52,0.54,0.74,0.88,0.79
nug.csv,0.78,0.77,0.85,0.81,0.71,0.67,0.98,0.94,0.97,0.97,0.82,0.85,0.5,0.74,0.92,0.74,0.96,0.74
nuttx.csv,0.5,0.61,0.58,0.62,0.86,0.9,0.48,0.48,0.88,0.55,0.61,0.91,0.36,0.41,0.31,0.72,0.69,0.79
proftp.csv,0.72,0.6,0.78,0.33,0.34,0.31,0.57,0.45,0.42,0.68,0.39,0.32,0.83,0.52,0.52,0.56,0.47,0.57
pydev.csv,0.7,0.62,0.58,0.59,0.42,0.54,0.69,0.8,0.65,0.67,0.52,0.49,0.48,0.64,0.52,0.59,0.64,0.73
tcl.csv,0.88,0.97,0.8,0.58,0.53,0.86,0.97,0.65,0.76,0.99,0.9,0.94,0.0,0.91,0.83,0.93,0.79,0.99
truevision.csv,0.49,0.96,0.8,0.73,0.75,0.43,0.97,0.43,0.95,0.58,0.79,0.57,0.96,0.48,0.38,0.75,0.91,0.73
uclmda.csv,0.68,0.78,0.92,0.5,0.59,0.83,0.6,0.42,0.57,0.61,0.44,0.4,0.26,0.68,0.65,0.59,0.56,0.72
uwom.csv,0.64,0.53,0.89,0.86,0.44,0.0,0.39,0.62,0.84,0.75,0.93,0.56,0.37,0.49,0.55,0.75,0.8,0.8
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0
wxstudio.csv,0.67,0.97,0.49,0.48,0.95,0.43,0.98,0.6,0.49,0.7,0.57,0.51,0.33,0.54,0.56,0.59,0.51,0.61
