,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,1.0,0.6,0.8,1.0,1.0,0.11,1.0,1.0,0.27,0.49,0.91,0.12,1.0,0.24,0.9,0.68,0.81,1.0,0.81,1.0
cuberok.csv,0.0,0.39,0.3,0.0,0.0,0.4,0.0,0.0,0.27,0.14,0.0,0.25,0.0,0.76,0.38,0.02,0.85,0.0,0.08,0.0
emisview.csv,0.28,0.53,0.5,0.0,0.03,0.66,0.09,0.16,1.0,0.6,0.5,0.45,0.64,0.48,0.35,0.67,0.47,0.33,0.25,0.11
jas.csv,0.0,0.1,0.2,0.0,0.0,0.09,0.0,0.0,0.36,0.06,0.09,0.16,0.0,0.08,0.0,0.02,0.04,0.0,0.0,0.0
jatlas.csv,0.0,0.0,0.4,0.0,0.0,0.31,0.0,0.0,0.45,0.11,0.11,0.43,0.0,0.3,0.21,0.09,0.0,0.0,0.0,0.0
javaprofiler.csv,0.0,0.73,0.9,0.0,0.0,1.0,0.0,0.0,1.0,0.89,0.17,1.0,0.0,1.0,0.85,0.67,1.0,0.0,0.28,0.0
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.0,0.08,0.0,0.0,0.0,0.03,0.0,0.0,0.45,0.26,0.0,0.16,0.0,0.21,0.03,0.01,0.15,0.0,0.06,0.0
jrefactory.csv,0.87,0.65,0.7,0.75,0.29,0.83,0.64,0.65,0.73,0.86,0.52,0.94,0.5,0.79,0.85,0.64,0.75,0.77,0.69,0.97
kdenlive.csv,0.28,0.97,1.0,0.0,0.39,1.0,0.58,0.49,1.0,1.0,0.98,1.0,0.57,1.0,1.0,1.0,1.0,0.88,1.0,1.0
m-m-m.csv,0.0,0.79,0.1,0.0,0.0,0.97,0.0,0.0,0.64,1.0,0.2,1.0,0.0,1.0,0.68,0.31,0.94,0.0,0.83,0.08
octet.csv,0.0,0.03,0.1,0.0,0.0,0.09,0.0,0.0,0.27,0.34,0.0,0.0,0.0,0.27,0.0,0.0,0.36,0.0,0.0,0.0
opendvr.csv,0.0,0.15,0.3,0.0,0.0,0.66,0.0,0.0,0.27,0.63,0.0,0.67,0.0,0.48,0.17,0.12,0.08,0.0,0.44,0.0
opennms.csv,0.03,0.87,1.0,0.0,0.18,0.71,0.13,0.09,0.73,0.74,0.86,0.86,0.36,0.97,0.99,0.57,0.94,0.4,0.78,0.37
poormans.csv,0.05,0.16,0.0,0.0,0.0,0.26,0.06,0.0,0.09,0.09,0.03,0.1,0.14,0.02,0.02,0.04,0.02,0.05,0.0,0.02
power-architect.csv,1.0,0.98,1.0,0.0,0.79,1.0,0.75,0.9,1.0,1.0,1.0,0.96,0.29,1.0,1.0,0.98,1.0,0.86,1.0,1.0
rohxel.csv,0.36,0.82,0.9,0.0,0.58,0.94,0.81,0.69,0.55,0.86,0.59,0.92,0.79,0.76,0.8,0.7,0.47,0.74,0.97,0.71
synecdoche.csv,0.23,1.0,1.0,0.0,0.0,1.0,0.02,0.01,1.0,1.0,0.99,1.0,0.36,1.0,1.0,1.0,1.0,0.14,1.0,0.98
thedata.csv,0.36,0.34,0.9,0.7,0.66,0.69,0.34,0.66,0.45,0.54,0.65,0.76,0.86,0.44,0.53,0.54,0.34,0.6,0.42,0.0
x-ray-mule.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
