,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.83,0.86,0.49,0.61,0.63,0.59,0.62,0.63,0.58,0.43,0.77,0.56,0.88
ftm.csv,0.31,0.56,0.49,0.62,0.62,0.55,0.51,0.36,0.74,0.61,0.8,0.53,0.43
google-web-toolkit.csv,0.65,0.7,0.47,0.96,0.87,0.51,0.64,0.69,0.89,0.6,0.72,0.51,0.41
gzigzag.csv,0.64,0.89,0.81,0.96,0.92,0.77,0.76,0.65,0.95,0.5,0.98,0.85,0.96
illumination.csv,0.94,0.99,0.96,0.62,0.83,0.78,0.89,0.63,0.93,0.95,0.71,0.84,0.88
jcache.csv,0.54,0.49,0.44,0.92,0.62,0.44,0.62,0.52,0.71,0.44,0.63,0.81,0.45
moast.csv,0.75,0.97,0.94,0.5,0.67,0.97,0.83,0.0,0.67,0.43,0.94,0.5,0.88
nativeclient.csv,0.32,0.46,0.42,0.53,0.48,0.42,0.43,0.38,0.44,0.6,0.57,0.37,0.66
ns-3-dev-def-routing.csv,0.45,0.67,0.94,0.91,0.94,0.96,0.64,0.62,0.77,0.79,0.97,0.59,0.83
openfrag.csv,0.32,0.44,0.42,0.49,0.51,0.4,0.39,0.4,0.42,0.4,0.51,0.41,0.38
qdvdauthor.csv,0.62,0.53,0.73,0.9,0.6,0.55,0.46,0.45,0.55,0.65,0.69,0.6,0.6
sauerbraten.csv,0.39,0.41,0.66,0.98,0.64,0.83,0.66,0.81,0.79,0.47,0.96,0.55,0.92
zoolib.csv,0.69,0.8,0.86,0.96,0.9,0.9,0.95,0.75,0.0,0.95,0.0,0.5,0.0
