,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.46,0.03,0.63,0.57,0.62,0.46,0.46,0.42,0.45,0.34,0.49,0.63,0.61
ftm.csv,0.58,0.4,0.34,0.25,0.15,0.33,0.32,0.26,0.2,0.28,0.18,0.03,0.17
google-web-toolkit.csv,0.25,0.43,0.4,0.06,0.11,0.0,0.28,0.16,0.12,0.59,0.2,0.35,0.12
gzigzag.csv,0.29,0.17,0.0,0.21,0.21,0.31,0.35,0.37,0.25,0.03,0.24,0.24,0.59
illumination.csv,0.38,0.1,0.2,0.54,0.43,0.32,0.32,0.47,0.0,0.55,0.55,0.25,0.05
jcache.csv,0.25,0.87,0.51,0.21,0.21,0.5,0.46,0.26,0.26,0.34,0.13,0.18,0.0
moast.csv,0.08,0.02,0.13,0.0,0.0,0.12,0.03,0.0,0.05,0.03,0.02,0.01,0.07
nativeclient.csv,0.67,0.83,0.59,0.52,0.58,0.67,0.67,0.47,0.48,0.76,0.0,0.65,0.85
ns-3-dev-def-routing.csv,0.71,0.61,0.15,0.3,0.09,0.2,0.02,0.47,0.32,0.24,0.11,0.48,0.02
openfrag.csv,0.83,0.79,0.52,0.51,0.08,0.68,0.81,0.68,0.52,0.59,0.83,0.63,0.27
qdvdauthor.csv,0.67,0.49,0.25,0.25,0.21,0.43,0.51,0.0,0.6,0.07,0.41,0.31,0.22
sauerbraten.csv,0.0,0.84,0.33,0.13,0.4,0.24,0.35,0.16,0.23,0.07,0.11,0.3,0.1
zoolib.csv,0.17,0.0,0.05,0.0,0.02,0.03,0.07,0.0,0.02,0.07,0.01,0.0,0.02
