,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.94,0.25,0.69,0.77,0.79,0.69,0.74,0.67,0.65,0.35,0.84,0.71,0.96
ftm.csv,0.6,0.75,0.54,0.66,0.55,0.63,0.55,0.5,0.68,0.44,0.8,0.06,0.42
google-web-toolkit.csv,0.62,0.7,0.55,0.87,0.65,0.0,0.61,0.69,0.95,0.9,0.75,0.54,0.24
gzigzag.csv,0.68,0.68,0.07,0.8,0.81,0.75,0.78,0.7,0.86,1.0,0.9,0.68,1.08
illumination.csv,0.88,1.0,0.82,0.97,0.76,0.77,0.87,0.73,0.12,1.13,0.76,0.73,0.82
jcache.csv,0.5,0.87,0.65,0.71,0.43,0.66,0.62,0.61,0.64,0.35,0.55,0.79,0.03
moast.csv,0.95,0.98,0.84,0.97,0.95,0.93,0.98,1.0,1.0,0.04,0.9,0.98,0.86
nativeclient.csv,0.68,0.83,0.62,0.73,0.65,0.74,0.69,0.6,0.56,1.16,0.04,0.68,0.91
ns-3-dev-def-routing.csv,0.85,0.71,0.88,0.62,0.82,0.81,0.07,0.74,0.78,0.56,0.88,0.65,0.85
openfrag.csv,0.83,0.83,0.62,0.7,0.09,0.7,0.82,0.7,0.63,0.59,0.85,0.65,0.36
qdvdauthor.csv,1.0,0.65,0.7,0.69,0.5,0.63,0.63,0.0,0.8,0.54,0.73,0.62,0.57
sauerbraten.csv,0.03,0.85,0.74,0.79,0.65,0.8,0.64,0.69,0.8,0.13,0.78,0.56,0.77
zoolib.csv,0.71,0.99,0.93,0.29,0.86,0.98,0.86,0.9,1.0,0.93,1.0,0.97,1.0
