,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.08,0.14,0.11,0.04,0.19,0.1,0.0,0.0,0.15,0.15,0.11,0.21,0.25,0.07,0.09,0.11,0.18,0.29
bacula.csv,0.0,0.47,0.54,0.64,0.57,0.45,0.24,0.62,0.44,0.42,0.56,0.54,0.57,0.62,0.62,0.33,0.56,0.53
blue-c.csv,0.65,0.53,0.26,0.51,0.66,0.56,0.0,0.76,0.64,0.58,0.89,0.54,0.39,0.46,0.39,0.6,0.65,0.58
enlightenment.csv,0.43,0.29,0.31,0.47,0.34,0.01,0.48,0.48,0.26,0.23,0.44,0.29,0.57,0.46,0.58,0.47,0.59,0.49
fltk.csv,0.24,0.02,0.06,0.23,0.32,0.24,0.16,0.59,0.33,0.27,0.44,0.29,0.55,0.25,0.22,0.13,0.67,0.64
freewrl.csv,0.43,0.53,0.63,0.11,0.34,0.28,0.36,0.44,0.36,0.39,0.44,0.04,0.27,0.47,0.28,0.22,0.38,0.67
genecys.csv,0.96,0.86,0.86,0.94,0.82,0.66,0.52,0.85,0.6,0.83,0.0,0.71,0.94,0.99,0.94,0.78,0.98,0.87
genoviz.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
gzigzag.csv,0.82,0.16,0.06,0.02,0.0,0.33,0.48,0.31,0.21,0.19,0.44,0.38,0.16,0.74,0.12,0.31,0.22,0.33
jparsec.csv,0.49,0.48,0.17,0.4,0.4,0.48,0.24,0.82,0.6,0.66,0.67,0.0,0.73,0.54,0.0,0.38,0.44,0.51
lportal.csv,0.49,0.56,0.4,0.0,0.3,0.55,0.56,0.21,0.47,0.63,0.0,0.46,0.12,0.46,0.0,0.27,0.0,0.38
ogrehg.csv,0.39,0.35,0.34,0.02,0.17,0.17,0.04,0.57,0.45,0.0,0.44,0.29,0.22,0.34,0.14,0.04,0.31,0.31
patterntesting.csv,0.51,0.3,0.14,0.02,0.46,0.43,0.24,0.64,0.38,0.34,0.44,0.38,0.35,0.44,0.16,0.13,0.35,0.58
pfaedit.csv,0.16,0.2,0.03,0.19,0.28,0.26,0.04,0.36,0.36,0.22,0.33,0.12,0.29,0.37,0.16,0.13,0.33,0.67
pgui.csv,0.1,0.13,0.43,0.09,0.22,0.32,0.16,0.24,0.31,0.18,0.33,0.54,0.12,0.0,0.13,0.22,0.2,0.42
roller.csv,0.43,0.32,0.29,0.45,0.33,0.16,0.28,0.24,0.31,0.29,0.56,0.04,0.0,0.38,0.41,0.15,0.36,0.58
sylpheed-claws.csv,0.53,0.3,0.37,0.32,0.42,0.29,0.2,0.32,0.02,0.4,0.33,0.12,0.41,0.38,0.12,0.13,0.26,0.58
xbg.csv,0.04,0.25,0.03,0.11,0.1,0.02,0.44,0.01,0.3,0.33,0.11,0.0,0.22,0.02,0.01,0.0,0.07,0.29
