,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.75,0.72,0.75,0.8,0.31,0.78,1.0,1.0,0.63,0.48,0.94,0.38,0.68,0.59,0.6,0.14,0.12,0.13
bacula.csv,1.0,0.64,0.6,0.39,0.26,0.66,0.68,0.35,0.55,0.43,0.9,0.55,0.68,0.3,0.43,0.25,0.05,0.14
blue-c.csv,0.69,0.64,0.69,0.5,0.25,0.64,1.0,0.31,0.45,0.41,0.87,0.52,0.72,0.35,0.27,0.06,0.05,0.1
enlightenment.csv,0.74,0.73,0.69,0.39,0.35,0.99,0.64,0.41,0.63,0.54,0.9,0.63,0.65,0.36,0.38,0.16,0.06,0.15
fltk.csv,0.81,0.99,0.9,0.61,0.27,0.68,0.73,0.35,0.57,0.52,0.89,0.61,0.67,0.46,0.53,0.3,0.05,0.15
freewrl.csv,0.76,0.6,0.65,0.71,0.26,0.68,0.59,0.39,0.58,0.46,0.9,0.96,0.74,0.36,0.54,0.25,0.07,0.12
genecys.csv,0.67,0.57,0.63,0.4,0.26,0.61,0.68,0.35,0.57,0.38,1.0,0.54,0.6,0.28,0.4,0.14,0.04,0.11
genoviz.csv,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,1.0
gzigzag.csv,0.66,0.69,0.88,0.86,1.0,0.65,0.48,0.34,0.68,0.56,0.88,0.59,0.78,0.31,0.58,0.0,0.08,0.21
jparsec.csv,0.72,0.57,0.71,0.51,0.26,0.61,0.62,0.33,0.52,0.4,0.87,0.0,0.51,0.35,1.0,0.22,0.04,0.15
lportal.csv,0.51,0.48,0.52,0.0,0.22,0.48,0.33,0.19,0.31,0.35,1.0,0.42,0.25,0.2,0.0,0.06,1.0,0.11
ogrehg.csv,0.75,0.68,0.73,0.88,0.41,0.78,0.83,0.34,0.55,0.99,0.92,0.59,0.8,0.38,0.55,0.33,0.07,0.22
patterntesting.csv,0.71,0.7,0.74,0.97,0.25,0.69,0.74,0.39,0.63,0.54,0.89,0.62,0.73,0.41,0.48,0.3,0.07,0.16
pfaedit.csv,0.81,0.61,0.98,0.55,0.33,0.7,0.83,0.4,0.56,0.53,0.9,0.73,0.68,0.34,0.65,0.3,0.04,0.14
pgui.csv,0.86,0.65,0.63,0.56,0.35,0.62,0.56,0.49,0.49,0.56,0.91,0.58,0.68,1.0,0.55,0.08,0.05,0.14
roller.csv,0.76,0.64,0.62,0.46,0.37,0.7,0.72,0.5,0.59,0.53,0.88,0.67,1.0,0.39,0.38,0.2,0.09,0.1
sylpheed-claws.csv,0.67,0.54,0.7,0.48,0.32,0.67,0.67,0.35,0.97,0.48,0.9,0.77,0.59,0.39,0.64,0.22,0.08,0.16
xbg.csv,0.6,0.52,0.0,0.38,0.25,0.33,0.31,0.0,0.42,0.41,0.75,1.0,0.45,0.4,0.0,1.0,0.1,0.07
