,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.88,0.75,0.79,0.73,0.75,0.76,0.8,0.05,0.74,0.8,0.73,0.91,0.68,0.73,0.8,0.88,0.47,0.67
bacula.csv,0.01,0.6,0.73,0.74,0.67,0.59,0.62,0.68,0.61,0.65,0.61,0.68,0.6,0.69,0.69,0.41,0.65,0.57
blue-c.csv,0.72,0.6,0.68,0.55,0.73,0.63,0.0,0.81,0.78,0.69,0.9,0.72,0.5,0.58,0.87,0.96,0.66,0.7
enlightenment.csv,0.58,0.5,0.62,0.71,0.54,0.04,0.57,0.56,0.59,0.62,0.62,0.63,0.64,0.56,0.73,0.6,0.62,0.53
fltk.csv,0.54,0.02,0.67,0.49,0.7,0.68,0.65,0.67,0.62,0.59,0.67,0.66,0.6,0.51,0.66,0.64,0.69,0.64
freewrl.csv,0.55,0.66,0.67,0.61,0.71,0.64,0.67,0.6,0.59,0.62,0.6,0.12,0.54,0.57,0.58,0.55,0.49,0.7
genecys.csv,0.96,0.87,0.86,0.94,0.82,0.71,0.53,0.85,0.61,0.86,0.0,0.75,0.94,0.99,0.94,0.79,0.98,0.87
genoviz.csv,1.0,0.98,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.93,0.0
gzigzag.csv,0.84,0.75,0.74,0.8,0.03,0.65,0.79,0.72,0.57,0.65,0.68,0.64,0.65,0.75,0.76,1.05,0.61,0.39
jparsec.csv,0.62,0.71,0.74,0.52,0.68,0.66,0.71,0.83,0.66,0.73,0.76,1.0,0.87,0.59,0.0,0.46,0.69,0.55
lportal.csv,0.89,0.83,0.83,1.0,0.78,0.84,0.95,0.92,0.9,0.79,0.89,0.84,0.98,0.84,1.0,0.92,0.11,0.71
ogrehg.csv,0.58,0.55,0.52,0.77,0.64,0.6,0.83,0.67,0.6,0.02,0.53,0.69,0.48,0.58,0.75,0.88,0.53,0.37
patterntesting.csv,0.63,0.56,0.75,0.04,0.69,0.53,0.5,0.65,0.49,0.52,0.65,0.58,0.5,0.49,0.79,0.64,0.49,0.58
pfaedit.csv,0.68,0.79,0.03,0.66,0.62,0.63,0.83,0.61,0.61,0.64,0.64,0.71,0.64,0.63,0.58,0.64,0.73,0.67
pgui.csv,0.7,0.83,0.67,0.84,0.66,0.71,0.85,0.57,0.75,0.67,0.59,0.64,0.83,0.04,0.77,0.9,0.76,0.58
roller.csv,0.54,0.65,0.76,0.6,0.5,0.74,0.49,0.54,0.6,0.57,0.68,0.93,0.03,0.54,0.74,0.76,0.41,0.7
sylpheed-claws.csv,0.71,0.79,0.57,0.62,0.57,0.65,0.7,0.7,0.05,0.59,0.67,0.64,0.73,0.52,0.7,0.76,0.56,0.58
xbg.csv,0.97,0.83,1.0,0.91,0.9,0.99,0.94,1.0,0.82,0.72,0.96,0.96,0.91,0.96,1.0,0.0,0.83,0.85
