,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,4.0,67.0,13.0
bacula.csv,0.0,2.0,0.0,11.0,22.0,0.0,1.0,10.0,2.0,0.0,0.0,1.0,1.0,8.0,2.0,6.0,69.0,10.0
blue-c.csv,1.0,3.0,0.0,6.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,30.0,112.0,18.0
enlightenment.csv,3.0,2.0,3.0,7.0,10.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,16.0,58.0,7.0
fltk.csv,2.0,0.0,0.0,3.0,11.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,55.0,16.0
freewrl.csv,0.0,1.0,3.0,0.0,18.0,0.0,0.0,12.0,2.0,1.0,0.0,0.0,0.0,17.0,2.0,3.0,86.0,22.0
genecys.csv,2.0,3.0,9.0,8.0,4.0,0.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,3.0,2.0,6.0,170.0,22.0
genoviz.csv,147.0,0.0,88.0,76.0,0.0,1.0,54.0,116.0,232.0,0.0,70.0,50.0,125.0,168.0,113.0,62.0,1.0,0.0
gzigzag.csv,2.0,1.0,1.0,0.0,0.0,1.0,12.0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,62.0,12.0,6.0
jparsec.csv,1.0,1.0,2.0,2.0,10.0,0.0,3.0,5.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,4.0,98.0,13.0
lportal.csv,3.0,3.0,1.0,76.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,4.0,6.0,3.0,113.0,8.0,0.0,15.0
ogrehg.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,253.0,8.0
patterntesting.csv,3.0,2.0,1.0,0.0,11.0,0.0,1.0,3.0,1.0,11.0,0.0,2.0,0.0,1.0,0.0,4.0,25.0,10.0
pfaedit.csv,1.0,1.0,0.0,1.0,4.0,0.0,1.0,11.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,75.0,14.0
pgui.csv,0.0,2.0,6.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0,0.0,3.0,10.0,111.0,9.0
roller.csv,0.0,1.0,4.0,10.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,5.0,30.0,17.0
sylpheed-claws.csv,3.0,2.0,1.0,0.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,108.0,13.0
xbg.csv,1.0,1.0,88.0,2.0,5.0,3.0,0.0,116.0,0.0,1.0,0.0,0.0,0.0,3.0,113.0,0.0,49.0,13.0
