,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.94,0.8,0.94,0.8,0.65,0.82,0.83,0.66,0.78,0.95,0.56,0.88,0.54,0.95,0.93,0.86,0.77,0.53
bacula.csv,0.42,0.47,0.4,0.45,0.46,0.49,0.53,0.49,0.4,0.51,0.37,0.41,0.39,0.45,0.51,0.54,0.45,0.36
blue-c.csv,0.46,0.54,0.69,0.5,0.48,0.53,0.47,0.6,0.65,0.6,0.43,0.48,0.49,0.55,0.7,0.6,0.44,0.52
enlightenment.csv,0.49,0.56,0.5,0.81,0.51,0.54,0.52,0.48,0.49,0.62,0.38,0.47,0.41,0.5,0.55,0.58,0.47,0.35
fltk.csv,0.48,0.53,0.75,0.5,0.56,0.65,0.67,0.51,0.53,0.61,0.46,0.5,0.38,0.59,0.69,0.9,0.44,0.35
freewrl.csv,0.36,0.49,0.33,0.65,0.53,0.49,0.59,0.39,0.4,0.49,0.29,0.44,0.46,0.45,0.54,0.69,0.5,0.35
genecys.csv,0.38,0.43,0.29,0.47,0.37,0.4,0.38,0.48,0.34,0.41,0.45,0.32,0.34,0.4,0.4,0.36,0.39,0.32
genoviz.csv,0.0,0.67,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.8
gzigzag.csv,0.45,0.79,0.94,0.86,0.82,0.77,0.65,0.58,0.61,0.71,0.38,0.55,0.61,0.43,0.79,0.94,0.72,0.42
jparsec.csv,0.41,0.58,0.76,0.38,0.56,0.56,0.56,0.55,0.43,0.57,0.4,0.0,0.46,0.47,0.58,0.59,0.58,0.44
lportal.csv,0.92,0.77,0.66,0.0,0.97,0.79,0.95,0.95,0.99,0.72,0.86,0.79,0.88,0.76,0.0,0.94,0.99,0.74
ogrehg.csv,0.48,0.58,0.42,0.88,0.78,0.62,0.83,0.43,0.5,0.65,0.4,0.65,0.5,0.58,0.68,0.67,0.6,0.5
patterntesting.csv,0.4,0.54,0.95,0.57,0.47,0.49,0.43,0.43,0.4,0.46,0.35,0.38,0.44,0.46,0.71,0.9,0.54,0.35
pfaedit.csv,0.64,0.65,0.35,0.5,0.49,0.6,0.83,0.42,0.44,0.54,0.32,0.64,0.49,0.6,0.55,0.8,0.54,0.31
pgui.csv,0.63,0.97,0.51,0.89,0.81,0.85,0.89,0.46,0.78,0.79,0.57,0.48,0.95,0.73,0.95,0.92,0.88,0.5
roller.csv,0.32,0.63,0.77,0.51,0.51,0.69,0.36,0.39,0.45,0.54,0.33,0.67,0.44,0.45,0.58,0.8,0.54,0.38
sylpheed-claws.csv,0.48,0.68,0.45,0.52,0.47,0.59,0.53,0.6,0.52,0.53,0.45,0.69,0.55,0.43,0.95,0.89,0.6,0.39
xbg.csv,0.8,0.85,0.0,0.88,0.92,0.83,0.94,0.0,0.98,0.9,0.75,0.0,0.95,0.8,0.0,0.88,1.0,0.71
