,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,5.0,0.0,69.0,7.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,260.0,1.0,0.0
jicarilla.csv,72.0,0.0,2.0,281.0,2.0,1.0,61.0,77.0,2.0,3.0,95.0,260.0,12.0,10.0
jmule.csv,35.0,4.0,8.0,19.0,1.0,0.0,5.0,6.0,3.0,0.0,2.0,24.0,6.0,0.0
micomt.csv,49.0,5.0,4.0,26.0,8.0,1.0,1.0,8.0,1.0,3.0,0.0,76.0,1.0,7.0
migen.csv,72.0,3.0,1.0,29.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0
mvnforum.csv,72.0,7.0,2.0,43.0,2.0,2.0,1.0,9.0,2.0,2.0,1.0,0.0,10.0,52.0
ng4j.csv,28.0,5.0,3.0,12.0,5.0,5.0,1.0,6.0,2.0,0.0,1.0,64.0,5.0,1.0
open-data-kit.csv,15.0,1.0,2.0,83.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,74.0,1.0,0.0
opennms.csv,9.0,0.0,2.0,20.0,1.0,2.0,7.0,8.0,19.0,3.0,95.0,6.0,5.0,3.0
ossim.csv,13.0,2.0,0.0,9.0,1.0,1.0,0.0,4.0,13.0,0.0,7.0,3.0,1.0,6.0
plplot.csv,42.0,6.0,4.0,18.0,3.0,3.0,1.0,13.0,4.0,2.0,0.0,0.0,0.0,8.0
qedo.csv,72.0,108.0,3.0,58.0,1.0,11.0,0.0,8.0,2.0,4.0,1.0,0.0,0.0,4.0
tradelink.csv,31.0,6.0,69.0,21.0,2.0,1.0,1.0,5.0,2.0,4.0,1.0,0.0,12.0,4.0
wgs-assembler.csv,23.0,1.0,2.0,23.0,1.0,5.0,2.0,4.0,1.0,0.0,1.0,64.0,0.0,1.0
