,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,1.0,0.69,0.0,0.44,0.44,0.04,0.39,0.38,0.23,0.49,0.37,0.0,0.4,0.04
jicarilla.csv,0.0,0.03,0.88,0.0,0.12,0.04,0.0,0.0,0.15,0.04,0.0,0.0,0.05,0.33
jmule.csv,1.0,0.82,0.03,0.88,0.71,0.68,0.67,0.57,1.0,0.83,0.74,0.23,0.75,0.88
micomt.csv,1.0,0.72,0.88,1.0,0.74,0.82,0.94,1.0,0.85,0.83,0.79,0.59,0.95,0.88
migen.csv,0.0,0.13,0.18,0.31,0.71,0.36,0.06,0.14,0.62,0.49,0.47,0.23,0.4,0.04
mvnforum.csv,0.0,0.26,0.12,0.06,0.21,0.07,0.5,0.57,0.46,0.46,0.32,0.09,0.3,0.0
ng4j.csv,1.0,0.49,0.12,0.88,0.65,0.43,0.78,0.48,1.0,0.61,0.84,0.36,0.8,0.79
open-data-kit.csv,0.5,0.72,0.09,0.88,0.71,0.61,0.67,0.43,1.0,0.74,0.74,0.45,0.85,0.62
opennms.csv,0.5,0.62,0.09,0.56,0.41,0.68,0.06,0.1,0.15,0.38,0.0,0.18,0.35,0.88
ossim.csv,0.5,0.56,0.24,0.69,0.35,0.57,0.17,0.24,0.15,0.29,0.21,0.09,0.35,0.96
plplot.csv,0.5,0.92,0.48,0.25,0.56,0.25,0.89,0.48,0.23,0.71,0.84,0.09,0.5,0.38
qedo.csv,0.0,0.0,0.58,0.12,0.35,0.25,0.06,0.24,0.23,0.09,0.21,0.82,0.1,0.38
tradelink.csv,0.5,0.41,0.0,0.06,0.47,0.18,0.83,0.57,0.23,0.59,0.63,0.14,0.55,0.21
wgs-assembler.csv,1.0,0.51,0.03,0.94,0.71,0.36,0.28,0.33,0.85,0.64,0.53,0.05,0.9,0.54
