,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,0.2,1.0,0.04,0.22,0.18,0.62,0.29,0.0,0.44,0.23,0.19,0.45,0.5,0.0,0.5,0.25
chaosrts.csv,0.95,0.38,0.74,0.61,0.27,0.69,0.77,0.67,0.83,0.77,0.95,1.0,0.88,0.0,0.99,1.0
dxengine.csv,0.55,0.0,0.96,0.27,0.82,0.23,0.33,0.0,0.28,0.13,0.13,0.36,0.25,0.0,0.31,0.0
e-bio-flow.csv,0.15,0.31,0.07,0.37,0.09,0.62,0.31,0.33,0.33,0.97,0.14,0.18,0.0,0.0,0.15,0.25
jbpm.csv,0.4,0.12,0.19,0.39,0.23,0.08,0.96,0.33,0.17,0.43,0.25,0.27,0.38,0.0,0.55,0.5
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jmoney.csv,1.0,0.25,0.11,0.27,0.23,0.31,0.29,0.0,0.44,0.27,0.25,0.55,0.38,0.0,0.29,0.25
jmonkeyengine.csv,0.25,0.38,0.74,0.27,0.86,0.46,0.54,0.33,1.0,0.3,0.63,0.09,0.5,1.0,0.27,0.0
joustsim.csv,0.2,0.12,0.63,0.36,0.18,0.31,0.37,0.33,0.78,0.33,0.28,1.0,0.38,0.0,0.16,0.75
jsidplay2.csv,0.9,0.81,0.63,1.0,0.5,0.62,0.85,1.0,0.61,0.73,0.63,0.82,0.62,0.0,0.84,0.75
log4net.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piccolo2d.csv,0.2,0.19,0.0,0.0,0.0,0.92,0.27,0.0,0.06,0.03,0.0,0.0,0.0,0.0,0.01,0.0
reaper3d.csv,0.1,0.25,0.0,0.24,0.45,0.15,0.31,0.33,0.28,0.23,0.0,0.18,0.88,0.0,0.06,0.0
sblim.csv,0.1,0.19,0.0,0.08,0.95,0.15,0.04,0.0,0.06,0.1,0.01,0.09,0.0,0.0,0.03,0.25
thedata.csv,0.1,0.12,0.07,0.25,0.0,0.08,0.15,0.67,0.0,0.3,0.17,0.0,0.12,0.0,0.24,1.0
tmva.csv,0.45,0.81,0.67,0.64,0.64,0.85,0.88,0.67,0.67,0.87,0.98,0.82,0.75,1.0,0.96,0.75
