,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.55,0.55,0.42,0.65,0.55,0.64,0.7,0.62,0.69,0.25,0.14,0.0,0.61,0.71,0.39,0.71,0.55
biopax.csv,0.72,0.0,0.0,0.0,0.4,0.59,0.17,0.6,0.4,0.0,0.0,0.7,0.6,0.35,0.0,0.86,0.0
ffigo.csv,0.0,0.2,0.0,0.56,0.12,0.01,0.0,0.0,0.16,0.24,0.0,0.09,0.79,0.0,0.51,0.18,0.0
freebios.csv,0.41,0.37,0.78,0.21,0.38,0.26,0.43,0.5,0.39,0.42,0.61,0.47,0.51,0.22,0.49,0.45,0.23
glelite.csv,0.27,0.2,0.39,0.62,0.2,0.43,0.09,0.13,0.61,0.2,0.05,0.98,0.2,0.13,0.62,0.67,0.13
gnupdate.csv,0.6,0.6,0.42,0.39,0.84,0.53,0.61,0.59,0.56,0.26,0.14,0.35,0.58,0.45,0.39,0.47,0.5
go.csv,0.74,0.57,0.5,0.51,0.75,0.58,0.77,0.68,0.72,0.41,0.14,0.57,0.65,0.63,0.62,0.56,0.51
gstreamer.csv,0.71,0.54,0.4,0.33,0.62,0.5,0.68,0.6,0.64,0.33,0.61,0.51,0.47,0.7,0.67,0.69,0.0
metacosm.csv,0.26,0.63,0.05,0.68,0.24,0.18,0.54,0.51,0.48,0.3,0.14,0.35,0.43,0.33,0.43,0.59,0.76
pcsx2.csv,0.69,0.57,0.56,0.67,0.56,0.56,0.73,0.47,0.7,0.41,0.29,0.58,0.26,0.67,0.59,0.71,0.61
pgui.csv,0.01,0.0,0.42,0.44,0.72,0.0,0.71,0.74,0.01,0.13,0.0,0.58,0.01,0.0,0.67,0.21,0.0
qse.csv,0.0,0.38,0.0,0.61,0.0,0.0,0.78,0.0,0.34,0.25,0.29,0.39,0.0,0.0,0.34,0.73,0.58
rebecca-aiml.csv,0.59,0.6,0.38,0.51,0.34,0.45,0.55,0.6,0.53,0.81,0.42,0.58,0.62,0.64,0.62,0.51,0.34
skia.csv,0.59,0.56,0.17,0.63,0.48,0.62,0.44,0.57,0.46,0.28,0.85,0.23,0.4,0.46,0.64,0.13,0.49
vars-redux.csv,0.69,0.51,0.26,0.81,0.45,0.54,0.66,0.61,0.63,0.73,0.72,0.66,0.63,0.64,0.56,0.36,0.63
wxjs.csv,0.0,0.04,0.02,0.0,0.0,0.05,0.0,0.0,0.02,0.36,0.95,0.11,0.0,0.0,0.16,0.01,0.0
yale.csv,0.0,0.52,0.47,0.55,0.05,0.13,0.35,0.7,0.38,0.61,0.29,0.0,0.53,0.55,0.48,0.42,0.51
