,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.64,0.42,0.17,0.69,0.68,0.56,0.8,0.47,0.57,0.64,0.16,0.64,0.78,0.79,0.68,0.69,0.67
delphilhlplib.csv,0.3,0.81,0.47,0.76,0.58,0.58,0.6,0.54,0.49,0.52,0.71,0.5,0.57,0.69,0.7,0.58,0.56
exordium.csv,0.17,0.63,0.58,0.7,0.6,0.58,0.56,0.61,0.27,0.74,0.44,0.59,0.66,0.26,0.74,0.57,0.78
fltk.csv,0.72,0.55,0.66,0.5,0.56,0.55,0.55,0.55,0.71,0.49,0.3,0.57,0.61,0.61,0.76,0.55,0.85
genoviz.csv,0.3,0.51,0.11,0.25,0.42,0.06,0.15,0.13,0.17,0.13,0.0,0.17,0.07,0.18,0.25,0.0,0.98
gzigzag.csv,0.71,0.45,0.35,0.37,0.57,0.3,0.62,0.25,0.27,0.34,0.16,0.4,0.39,0.19,0.52,0.19,0.55
irrlicht.csv,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
moast.csv,0.29,0.32,0.5,0.4,0.24,0.29,0.0,0.42,0.0,0.29,0.12,0.56,0.42,0.97,0.3,0.42,0.59
mptvseries.csv,0.62,0.0,0.46,0.51,0.36,0.73,0.54,0.32,0.54,0.51,0.39,0.25,0.52,0.0,0.62,0.63,0.77
openfrag.csv,0.4,0.37,0.66,0.77,0.58,0.7,0.73,0.63,0.45,0.61,0.49,0.74,0.68,0.35,0.74,0.36,0.45
qse.csv,0.61,0.47,0.68,0.56,0.62,0.66,0.73,0.54,0.78,0.53,0.57,0.39,0.49,0.45,0.57,0.73,0.53
sauerbraten.csv,0.81,0.44,0.09,0.0,0.61,0.42,0.0,0.09,0.0,0.27,0.3,0.0,0.58,0.61,0.53,0.24,0.16
toped.csv,0.57,0.24,0.51,0.57,0.32,0.7,0.83,0.53,0.58,0.4,0.5,0.61,0.73,0.68,0.65,0.55,0.33
truevision.csv,0.69,0.48,0.55,0.53,0.56,0.63,0.58,0.57,0.07,0.77,0.61,0.55,0.54,0.13,0.7,0.64,0.73
uwom.csv,0.73,0.46,0.68,0.73,0.52,0.67,0.17,0.61,0.42,0.61,0.52,0.5,0.7,0.07,0.83,0.34,0.66
zoolib.csv,0.73,0.58,0.47,0.76,0.59,0.58,0.6,0.5,0.42,0.42,0.7,0.31,0.57,0.57,0.75,0.19,0.74
zxing.csv,0.71,0.51,0.65,0.46,0.61,0.74,0.69,0.49,0.54,0.54,0.36,0.38,0.49,0.36,0.7,0.77,0.77
