,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.78,0.53,0.73,0.46,0.44,0.51,0.89,0.77,0.61,0.54,0.12,0.66,0.8,0.96,0.57,0.77,0.22
delphilhlplib.csv,0.76,0.87,0.55,0.52,0.37,0.65,0.71,0.64,0.6,0.56,0.31,0.59,0.61,0.95,0.44,0.67,0.22
exordium.csv,0.73,0.72,0.61,0.58,0.38,0.55,0.9,0.72,0.37,0.63,0.17,0.61,0.68,0.38,0.47,0.67,0.28
fltk.csv,0.78,0.64,0.7,0.4,0.36,0.5,0.66,0.65,0.64,0.5,0.25,0.62,0.66,0.95,0.55,0.65,0.32
genoviz.csv,0.38,0.68,0.16,0.35,0.37,0.09,0.21,0.19,0.25,0.19,0.0,0.24,0.11,0.26,0.31,0.0,0.67
gzigzag.csv,0.75,0.55,0.43,0.4,0.44,0.36,0.73,0.34,0.37,0.43,0.12,0.51,0.47,0.29,0.46,0.27,0.18
irrlicht.csv,0.76,0.85,0.72,0.4,0.38,0.55,0.92,0.77,0.6,0.52,0.16,0.71,0.71,0.94,0.0,0.87,0.18
moast.csv,0.34,0.41,0.56,0.28,0.38,0.25,0.92,0.52,0.6,0.25,0.05,0.58,0.44,0.98,0.16,0.52,0.2
mptvseries.csv,0.67,0.0,0.53,0.43,0.37,0.67,0.65,0.42,0.55,0.49,0.17,0.34,0.56,0.0,0.4,0.73,0.33
openfrag.csv,0.78,0.84,0.68,0.53,0.36,0.68,0.89,0.77,0.56,0.56,0.22,0.76,0.69,0.91,0.48,0.45,0.14
qse.csv,0.66,0.56,0.73,0.44,0.39,0.65,0.83,0.64,0.78,0.49,0.21,0.46,0.53,0.95,0.45,0.83,0.16
sauerbraten.csv,0.84,0.73,0.73,0.4,0.41,0.56,0.91,0.86,0.6,0.54,0.15,0.71,0.74,0.95,0.39,0.82,0.04
toped.csv,0.8,0.79,0.71,0.43,0.37,0.6,0.89,0.75,0.63,0.34,0.18,0.65,0.74,0.95,0.48,0.66,0.2
truevision.csv,0.75,0.81,0.61,0.37,0.4,0.56,0.69,0.68,0.11,0.66,0.21,0.6,0.57,0.94,0.43,0.74,0.27
uwom.csv,0.8,0.59,0.71,0.5,0.44,0.58,0.24,0.76,0.51,0.58,0.24,0.59,0.75,0.11,0.61,0.44,0.22
zoolib.csv,0.8,0.71,0.55,0.53,0.37,0.67,0.71,0.6,0.51,0.43,0.33,0.41,0.61,0.95,0.56,0.27,0.29
zxing.csv,0.77,0.68,0.68,0.4,0.39,0.64,0.78,0.59,0.63,0.54,0.2,0.46,0.53,0.94,0.49,0.84,0.27
