,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.62,0.4,0.27,0.17,0.81,0.59,0.52,0.38,0.19,0.58,1.0,0.5,0.0
ftm.csv,0.75,0.24,0.36,0.14,0.9,0.67,0.53,0.86,0.08,0.66,0.79,0.63,0.93
google-web-toolkit.csv,0.69,0.18,0.35,0.09,0.71,0.72,0.48,0.86,0.14,0.82,0.78,0.59,0.68
gzigzag.csv,0.83,0.33,0.3,0.11,0.76,0.56,0.46,0.71,0.31,0.55,0.94,0.47,0.71
illumination.csv,0.5,0.0,0.26,0.0,0.54,0.0,0.0,1.0,0.67,0.5,1.0,0.0,0.45
jcache.csv,0.56,0.3,0.23,0.1,0.56,0.61,0.42,0.68,0.21,0.92,0.62,0.49,0.84
moast.csv,0.5,0.25,0.23,0.05,0.67,0.56,0.4,0.6,0.19,1.0,0.59,0.33,0.37
nativeclient.csv,0.7,0.31,0.25,0.13,0.63,0.6,0.46,0.74,0.2,0.9,0.76,0.55,0.74
ns-3-dev-def-routing.csv,0.73,0.25,0.31,0.17,0.79,0.62,0.52,0.78,0.06,1.0,0.67,0.63,0.77
openfrag.csv,0.66,0.26,0.26,0.13,0.8,0.63,0.51,0.73,0.28,0.89,0.74,0.47,0.46
qdvdauthor.csv,0.75,0.23,0.25,0.08,0.57,0.57,0.41,0.84,0.15,0.99,0.6,0.49,0.4
sauerbraten.csv,0.77,0.25,0.27,0.06,0.58,0.61,0.39,0.68,0.23,0.92,0.59,0.48,0.44
zoolib.csv,0.71,0.56,0.25,0.22,0.88,0.61,0.54,0.64,0.12,0.9,0.82,0.61,0.77
