,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.24,0.17,0.24,0.46,0.14,0.06,0.21,0.39,0.96,0.14,0.28,0.14,0.36,0.3,0.0,0.31,0.0,0.34
alsa.csv,0.51,0.22,0.59,0.08,0.43,0.59,1.0,0.21,0.09,0.33,0.51,0.29,0.46,0.45,0.22,0.22,0.21,0.35
boost.csv,0.34,0.68,0.46,0.43,0.59,0.89,0.58,0.61,0.15,0.98,0.74,0.49,0.73,0.48,0.05,0.55,0.16,0.34
fmri-dmt.csv,0.24,0.44,0.12,0.0,0.05,0.52,0.1,0.06,0.17,0.34,0.03,0.35,0.78,0.4,1.0,0.16,0.0,0.16
genecys.csv,0.53,0.9,0.61,0.42,0.52,0.99,0.75,0.57,0.14,0.55,0.84,0.48,0.98,0.43,0.14,0.56,0.16,0.36
gusanos.csv,0.45,0.56,0.4,0.43,0.16,0.67,0.54,0.53,0.14,0.35,0.99,0.41,0.91,0.53,0.14,0.57,0.15,0.37
hatari.csv,0.52,0.5,0.96,0.3,0.35,0.48,0.55,0.21,0.19,0.39,0.33,0.49,0.9,0.54,0.08,0.45,0.1,0.35
n2cms.csv,0.98,0.45,0.29,0.16,0.57,0.09,0.49,0.24,0.0,0.15,0.49,0.34,0.57,0.5,0.19,0.19,0.14,0.41
nug.csv,0.43,0.89,0.35,0.97,0.65,0.66,0.62,0.11,0.3,0.35,0.65,0.29,0.89,0.44,0.25,0.44,0.0,0.4
nuttx.csv,0.57,1.0,0.57,0.43,0.45,0.78,0.68,0.57,0.16,0.62,0.64,0.62,0.98,0.5,0.17,0.34,0.19,0.44
proftp.csv,0.31,0.38,0.31,0.33,0.62,0.65,0.46,1.0,0.23,0.34,0.62,0.58,0.29,0.54,0.15,0.34,0.26,0.39
pydev.csv,0.35,0.9,0.53,0.35,0.66,0.48,0.75,0.0,0.2,0.29,0.51,0.44,0.5,0.99,0.18,0.36,0.0,0.4
tcl.csv,0.18,0.66,0.33,0.36,0.99,0.45,0.44,0.42,0.18,0.44,0.44,0.31,0.22,0.25,0.14,0.37,0.14,0.27
truevision.csv,0.55,0.28,0.65,0.47,0.05,0.72,0.43,0.51,0.2,0.5,0.46,0.95,0.87,0.5,0.24,0.43,0.0,0.49
uclmda.csv,0.36,0.81,0.29,0.31,0.27,0.32,0.49,0.35,0.17,0.48,0.8,0.17,1.0,0.18,0.0,0.56,0.0,0.19
uwom.csv,0.41,0.89,0.18,0.32,0.3,0.3,0.49,0.57,0.12,0.45,0.35,0.45,0.73,0.44,0.15,0.23,0.11,0.97
wxjs.csv,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.06,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,1.0,0.0
wxstudio.csv,0.49,0.18,0.47,0.29,0.63,0.59,0.57,0.34,0.21,0.12,0.27,0.42,0.9,0.43,0.12,0.95,0.17,0.32
