,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.2,0.11,0.17,0.4,0.1,0.04,0.15,0.31,0.93,0.1,0.19,0.1,0.25,0.26,0.0,0.26,0.0,0.31
alsa.csv,0.48,0.15,0.62,0.07,0.37,0.47,0.99,0.2,0.2,0.33,0.41,0.21,0.31,0.46,0.53,0.19,0.53,0.39
boost.csv,0.36,0.54,0.5,0.23,0.2,0.0,0.51,0.13,0.24,0.98,0.34,0.24,0.39,0.58,0.19,0.56,0.13,0.38
fmri-dmt.csv,0.2,0.34,0.09,0.0,0.04,0.41,0.07,0.04,0.2,0.29,0.01,0.28,0.69,0.45,1.0,0.13,0.0,0.13
genecys.csv,0.29,0.0,0.6,0.0,0.48,0.98,0.32,0.36,0.05,0.24,0.6,0.26,0.0,0.17,0.2,0.57,0.17,0.45
gusanos.csv,0.47,0.44,0.42,0.5,0.12,0.52,0.47,0.55,0.37,0.38,0.99,0.48,0.75,0.65,0.49,0.57,0.51,0.6
hatari.csv,0.57,0.38,0.94,0.33,0.32,0.37,0.49,0.16,0.29,0.39,0.25,0.59,0.78,0.62,0.33,0.45,0.28,0.53
n2cms.csv,0.97,0.36,0.25,0.14,0.57,0.06,0.43,0.2,0.0,0.11,0.4,0.25,0.44,0.56,0.52,0.17,0.41,0.47
nug.csv,0.44,0.21,0.35,0.99,0.39,0.54,0.54,0.09,0.47,0.32,0.52,0.35,0.77,0.52,0.75,0.45,0.0,0.58
nuttx.csv,0.65,0.99,0.59,0.52,0.42,0.65,0.6,0.6,0.52,0.69,0.41,0.65,0.0,0.53,0.3,0.34,0.69,0.68
proftp.csv,0.29,0.28,0.25,0.38,0.61,0.53,0.4,1.0,0.54,0.32,0.54,0.67,0.2,0.57,0.5,0.28,0.43,0.45
pydev.csv,0.33,0.0,0.53,0.28,0.0,0.36,0.05,0.0,0.29,0.23,0.43,0.43,0.38,0.98,0.37,0.31,0.0,0.42
tcl.csv,0.14,0.51,0.28,0.47,0.98,0.34,0.37,0.41,0.58,0.48,0.36,0.3,0.14,0.22,0.37,0.4,0.41,0.39
truevision.csv,0.53,0.2,0.65,0.51,0.04,0.59,0.34,0.5,0.38,0.55,0.36,0.93,0.46,0.6,0.75,0.44,0.0,0.74
uclmda.csv,0.41,0.56,0.31,0.41,0.24,0.23,0.43,0.38,0.52,0.33,0.13,0.19,0.99,0.17,0.0,0.52,0.0,0.35
uwom.csv,0.48,0.35,0.17,0.28,0.25,0.21,0.43,0.54,0.29,0.41,0.28,0.46,0.57,0.5,0.5,0.22,0.4,0.97
wxjs.csv,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,1.0,0.0
wxstudio.csv,0.53,0.12,0.48,0.37,0.52,0.45,0.51,0.31,0.66,0.09,0.19,0.49,0.73,0.51,0.36,0.95,0.62,0.49
