,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.44,0.94,0.8,0.67,0.75,1.0,0.86,0.73,1.0,0.46,1.0,0.5,0.95,0.44,0.0,0.57,0.0,0.43
alsa.csv,0.6,0.85,0.56,0.12,0.62,0.9,1.0,0.28,0.06,0.38,0.89,0.7,0.93,0.48,0.14,0.35,0.13,0.35
boost.csv,0.36,0.82,0.42,0.29,0.46,0.86,0.6,0.45,0.08,0.99,0.68,0.34,0.95,0.36,0.03,0.44,0.08,0.21
fmri-dmt.csv,0.42,0.85,0.5,0.0,0.25,0.88,0.64,0.5,0.17,0.55,1.0,0.69,1.0,0.38,1.0,0.33,0.0,0.28
genecys.csv,0.38,0.83,0.48,0.28,0.44,1.0,0.63,0.43,0.07,0.39,0.74,0.33,0.96,0.3,0.08,0.44,0.09,0.23
gusanos.csv,0.46,0.8,0.39,0.4,0.4,0.87,0.65,0.53,0.09,0.35,1.0,0.39,0.98,0.44,0.08,0.61,0.09,0.26
hatari.csv,0.49,0.78,1.0,0.31,0.46,0.84,0.65,0.44,0.15,0.44,0.78,0.41,0.99,0.48,0.05,0.5,0.06,0.27
n2cms.csv,1.0,0.82,0.46,0.25,0.55,1.0,0.66,0.45,0.0,0.68,0.77,0.89,0.97,0.48,0.12,0.33,0.08,0.39
nug.csv,0.46,0.83,0.41,0.94,0.51,0.91,0.62,0.33,0.24,0.47,0.68,0.26,0.98,0.4,0.15,0.44,0.0,0.31
nuttx.csv,0.5,1.0,0.55,0.31,0.56,0.91,0.66,0.48,0.1,0.55,0.64,0.6,0.96,0.36,0.1,0.41,0.11,0.32
proftp.csv,0.41,0.77,0.6,0.32,0.66,0.91,0.67,1.0,0.15,0.43,0.81,0.5,0.93,0.56,0.09,0.56,0.2,0.38
pydev.csv,0.42,0.83,0.43,0.67,0.49,0.91,0.62,0.0,0.17,0.59,0.71,0.5,0.98,1.0,0.12,0.53,0.0,0.43
tcl.csv,0.35,0.82,0.5,0.3,1.0,0.83,0.65,0.5,0.11,0.43,0.61,0.38,0.95,0.33,0.09,0.36,0.08,0.23
truevision.csv,0.41,0.76,0.69,0.47,0.33,0.9,0.78,0.56,0.14,0.47,0.88,0.97,0.96,0.37,0.13,0.45,0.0,0.36
uclmda.csv,0.35,0.83,0.27,0.25,0.4,0.72,0.55,0.33,0.11,0.35,0.69,0.19,1.0,0.26,0.0,0.43,0.0,0.13
uwom.csv,0.35,0.83,0.27,0.5,0.57,0.92,0.62,0.65,0.08,0.59,0.64,0.48,0.97,0.4,0.09,0.29,0.06,0.99
wxjs.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
wxstudio.csv,0.49,0.86,0.5,0.25,0.51,0.85,0.66,0.47,0.13,0.32,0.73,0.38,0.98,0.38,0.08,0.95,0.09,0.25
