,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.84,0.91,0.86,0.65,0.92,0.97,0.88,0.74,0.08,0.92,0.84,0.92,0.85,0.79,1.0,0.79,1.0,0.73
alsa.csv,0.59,0.88,0.54,0.96,0.7,0.66,0.01,0.9,0.86,0.76,0.65,0.82,0.96,0.63,0.58,0.87,0.58,0.68
boost.csv,0.77,0.73,0.76,0.96,0.97,1.0,0.76,0.97,0.94,0.03,0.91,0.95,0.93,0.74,1.01,0.77,0.97,0.89
fmri-dmt.csv,0.85,0.75,0.93,1.0,0.98,0.71,0.95,0.97,0.84,0.76,0.99,0.77,0.36,0.68,0.0,0.91,1.0,0.89
genecys.csv,0.93,1.0,0.74,1.02,0.84,0.02,0.91,0.91,0.99,0.94,0.76,0.94,1.0,0.98,0.97,0.75,0.96,0.86
gusanos.csv,0.66,0.76,0.79,0.63,0.91,0.72,0.68,0.6,0.73,0.76,0.01,0.67,0.52,0.55,0.74,0.53,0.68,0.63
hatari.csv,0.58,0.8,0.07,0.77,0.79,0.8,0.68,0.88,0.76,0.7,0.8,0.61,0.38,0.52,0.93,0.67,0.83,0.63
n2cms.csv,0.04,0.76,0.82,0.9,0.63,0.95,0.7,0.85,1.02,0.91,0.69,0.79,0.69,0.56,0.61,0.89,0.72,0.61
nug.csv,0.67,0.95,0.78,0.03,0.88,0.59,0.74,0.94,0.59,0.75,0.78,0.84,0.39,0.63,0.5,0.7,1.03,0.56
nuttx.csv,0.55,0.01,0.57,0.81,0.68,0.55,0.69,0.69,0.63,0.45,0.9,0.43,1.0,0.8,0.92,0.77,0.65,0.51
proftp.csv,0.78,0.83,0.8,0.74,0.51,0.6,0.71,0.0,0.56,0.76,0.56,0.48,0.89,0.52,0.71,0.77,0.64,0.63
pydev.csv,0.75,1.0,0.79,0.77,1.0,0.71,0.99,1.0,0.76,0.81,0.71,0.64,0.69,0.03,0.7,0.75,1.0,0.64
tcl.csv,0.89,0.74,0.78,0.75,0.03,0.82,0.73,0.7,0.58,0.66,0.84,0.77,0.89,0.83,0.74,0.8,0.72,0.73
truevision.csv,0.8,0.86,0.44,0.59,0.98,0.6,0.71,0.61,0.69,0.59,0.69,0.08,0.86,0.71,0.63,0.7,1.02,0.45
uclmda.csv,0.77,0.77,0.96,0.83,0.85,0.97,0.83,0.87,0.62,0.92,0.97,0.92,0.01,0.88,1.03,0.81,1.02,0.91
uwom.csv,0.78,0.9,0.91,0.77,0.81,0.83,0.73,0.54,0.79,0.66,0.82,0.63,0.65,0.64,0.7,0.88,0.8,0.04
wxjs.csv,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.97,1.0,1.0,1.0,0.97,1.0,1.0,1.0,0.97,0.0,1.0
wxstudio.csv,0.6,0.9,0.66,0.82,0.81,0.78,0.66,0.77,0.51,0.93,0.85,0.67,0.53,0.66,0.77,0.07,0.69,0.67
