,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.53,0.29,0.04,0.81,0.13,1.0,0.07,0.24,0.27,0.35,0.07,0.0,0.46,0.0,0.0,0.18,0.26,0.44,0.09,0.33
cuberok.csv,0.53,0.17,0.67,0.3,0.73,0.34,0.31,0.35,0.74,0.93,0.0,0.2,0.62,0.09,0.11,0.35,0.44,0.43,0.58,0.1
emisview.csv,0.0,0.0,0.26,0.0,0.2,0.15,1.0,0.36,0.14,0.0,0.0,0.22,0.47,0.0,0.1,0.46,0.0,0.06,0.03,0.0
jas.csv,0.19,0.11,0.04,0.18,0.1,0.18,0.29,0.33,0.52,0.0,0.04,0.14,0.16,0.0,1.0,0.08,0.24,0.0,0.05,0.0
jatlas.csv,0.03,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.08,0.06,0.0,0.0
javaprofiler.csv,0.77,0.15,0.59,0.75,0.65,0.65,0.49,0.43,0.7,0.45,0.04,0.33,0.69,0.0,0.15,0.46,0.4,0.48,0.99,0.14
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.24,0.0,0.04,0.06,0.08,0.1,0.0,0.0,0.43,0.21,0.8,0.0,0.1,0.0,0.0,0.06,0.15,0.12,0.12,0.0
jrefactory.csv,0.53,0.11,0.7,0.52,0.95,0.42,0.48,0.27,0.47,0.37,0.02,0.19,0.63,0.09,0.05,0.32,0.18,0.33,0.73,0.16
kdenlive.csv,0.98,0.17,0.5,0.33,0.72,0.29,0.45,0.42,0.36,0.52,0.05,0.17,0.69,0.05,0.14,0.42,0.35,0.52,0.45,0.09
m-m-m.csv,0.79,0.14,1.0,0.75,0.71,0.65,0.43,0.29,0.85,0.56,0.03,0.22,0.78,0.06,0.09,0.31,0.41,0.52,0.82,0.11
octet.csv,0.39,0.1,0.45,0.0,0.44,0.31,0.57,0.43,0.44,0.41,0.09,1.0,0.88,0.0,0.22,0.47,0.18,0.35,0.68,0.1
opendvr.csv,0.49,0.17,0.87,0.47,0.67,0.71,0.46,0.44,0.53,0.29,0.02,0.23,0.88,0.07,0.12,0.37,0.98,0.48,0.73,0.18
opennms.csv,0.58,0.1,0.18,0.33,0.16,0.1,0.3,0.91,0.57,0.32,0.1,0.0,0.32,0.0,0.24,0.37,0.18,0.28,0.24,0.25
poormans.csv,0.43,0.13,0.32,0.0,0.38,0.11,0.44,0.33,0.34,0.49,0.12,0.44,0.48,0.0,0.0,0.97,0.47,0.39,0.19,0.07
power-architect.csv,0.49,0.12,0.77,0.42,0.77,0.68,0.41,0.46,0.63,0.53,0.05,0.24,1.0,0.09,0.03,0.35,0.45,0.37,0.58,0.11
rohxel.csv,0.72,0.19,0.81,0.67,0.56,0.64,0.46,0.42,1.0,0.54,0.08,0.3,0.83,0.05,0.13,0.35,0.49,0.57,0.55,0.16
synecdoche.csv,0.38,0.12,0.77,0.06,0.6,0.44,0.42,0.35,0.29,0.56,0.04,0.29,0.65,0.0,0.1,0.24,0.42,1.0,0.43,0.14
thedata.csv,0.65,0.43,0.14,0.48,0.15,0.3,0.15,0.19,0.14,0.44,0.08,0.0,0.26,0.0,0.0,0.12,0.21,0.5,0.05,0.86
x-ray-mule.csv,0.42,0.2,0.67,0.97,0.3,0.21,0.29,0.31,0.5,0.23,0.06,0.2,0.5,0.0,0.11,0.14,0.29,0.3,0.6,0.08
