,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,6.0,0.0,1.0,3.0,14.0,1.0,5.0,6.0,0.0,0.0,7.0,1.0,15.0,3.0,0.0,1.0,2.0,0.0,27.0
delphilhlplib.csv,3.0,7.0,0.0,3.0,13.0,2.0,4.0,6.0,0.0,0.0,5.0,1.0,15.0,2.0,0.0,1.0,2.0,0.0,21.0
exordium.csv,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,14.0,4.0,0.0,3.0,1.0,0.0,0.0,8.0
fltk.csv,0.0,0.0,2.0,0.0,6.0,13.0,1.0,4.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,15.0
genoviz.csv,1.0,1509.0,0.0,0.0,0.0,0.0,289.0,49.0,59.0,223.0,81.0,108.0,360.0,0.0,58.0,147.0,257.0,248.0,0.0
gzigzag.csv,0.0,2.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,6.0,19.0,35.0,2.0,0.0,0.0,0.0,0.0,5.0
irrlicht.csv,3.0,4.0,0.0,2.0,9.0,6.0,3.0,12.0,0.0,0.0,4.0,14.0,22.0,1.0,0.0,0.0,0.0,0.0,17.0
kmess.csv,2.0,4.0,0.0,3.0,6.0,8.0,2.0,5.0,0.0,1.0,11.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0
moast.csv,6.0,4.0,0.0,3.0,14.0,6.0,5.0,6.0,0.0,0.0,7.0,1.0,15.0,3.0,0.0,1.0,0.0,0.0,26.0
mptvseries.csv,4.0,4.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,12.0,2.0,0.0,1.0,0.0,0.0,1.0
nativeclient.csv,1.0,4.0,0.0,0.0,6.0,5.0,0.0,4.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,17.0
openfrag.csv,3.0,0.0,0.0,2.0,16.0,15.0,3.0,6.0,0.0,0.0,8.0,16.0,5.0,0.0,1.0,1.0,0.0,0.0,24.0
phet.csv,5.0,5.0,1.0,1.0,15.0,1.0,0.0,6.0,0.0,0.0,4.0,1.0,14.0,3.0,0.0,1.0,10.0,0.0,23.0
qdvdauthor.csv,4.0,4.0,0.0,8.0,12.0,5.0,7.0,7.0,0.0,0.0,4.0,1.0,17.0,2.0,0.0,1.0,0.0,0.0,16.0
qse.csv,3.0,0.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,9.0
sauerbraten.csv,0.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,5.0
toped.csv,2.0,4.0,0.0,0.0,14.0,9.0,3.0,1.0,0.0,0.0,7.0,9.0,6.0,1.0,0.0,1.0,0.0,0.0,14.0
truevision.csv,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2.0,0.0,5.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,14.0
zoolib.csv,1.0,4.0,1.0,1.0,4.0,10.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
