,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.0,0.96,0.36,0.05,0.19,0.3,0.44,0.58,0.51,0.24,0.5,0.34,0.09,0.24,0.2,0.46,0.13,0.17,0.5
delphilhlplib.csv,0.52,0.43,1.0,0.42,0.3,0.56,0.5,0.51,0.67,0.5,0.27,0.46,0.17,0.41,0.44,0.19,0.83,0.05,0.22
exordium.csv,0.43,0.62,0.29,0.09,0.87,0.49,0.14,0.25,0.47,0.21,0.73,0.33,0.27,0.21,0.06,0.31,0.07,0.19,0.75
fltk.csv,0.84,0.6,0.3,0.99,0.72,0.56,0.14,0.55,0.65,0.39,0.73,0.3,0.44,0.64,0.52,0.52,0.95,0.35,0.74
genoviz.csv,0.06,0.0,0.02,0.01,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1.0
gzigzag.csv,0.51,0.1,0.1,0.46,0.51,0.94,0.11,0.19,0.27,0.39,0.35,0.3,0.12,0.3,0.26,0.34,0.06,0.49,0.44
irrlicht.csv,0.71,0.29,0.29,0.58,0.67,0.51,0.35,0.43,0.0,0.99,0.46,0.56,0.54,0.67,0.5,0.52,0.24,0.53,0.69
kmess.csv,0.32,0.54,0.45,0.53,0.55,0.38,0.19,0.13,0.54,0.47,0.56,0.55,0.3,0.54,0.47,0.96,0.09,0.62,0.74
moast.csv,0.0,0.0,0.37,0.0,0.0,0.4,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17
mptvseries.csv,0.69,0.27,0.2,0.51,0.58,0.17,0.07,0.99,0.52,0.44,0.58,0.44,0.57,0.34,0.4,0.45,0.06,0.12,0.45
nativeclient.csv,0.61,0.53,0.46,0.39,0.64,0.52,0.29,0.54,0.59,0.44,0.66,0.61,0.3,0.57,0.35,0.53,0.36,0.98,0.57
openfrag.csv,0.58,0.53,0.46,0.64,0.64,0.6,0.31,0.69,0.52,0.49,0.76,0.63,0.46,0.98,0.6,0.6,0.85,0.53,0.62
phet.csv,0.15,0.26,0.4,0.06,0.06,0.5,0.93,0.43,0.25,0.07,0.27,0.37,0.31,0.38,0.35,0.36,0.03,0.44,0.42
qdvdauthor.csv,0.33,0.21,0.42,0.53,0.51,0.59,0.32,0.51,0.72,0.42,0.33,0.6,0.48,0.65,0.98,0.56,0.87,0.36,0.59
qse.csv,0.71,0.53,0.38,0.51,0.64,0.55,0.29,0.51,0.73,0.53,0.95,0.63,0.49,0.37,0.52,0.51,0.14,0.29,0.83
sauerbraten.csv,0.96,0.48,0.25,0.21,0.47,0.46,0.19,0.41,0.66,0.21,0.59,0.25,0.23,0.25,0.32,0.42,0.75,0.22,0.44
toped.csv,0.54,0.21,0.57,0.54,0.48,0.38,0.47,0.3,0.98,0.6,0.0,0.56,0.61,0.6,0.6,0.39,0.85,0.47,0.57
truevision.csv,0.74,0.6,0.47,0.62,0.73,0.6,0.44,0.58,0.31,0.42,0.6,0.98,0.3,0.66,0.51,0.57,0.43,0.36,0.69
zoolib.csv,0.43,0.17,0.18,0.41,0.42,0.28,0.05,0.13,0.31,0.37,0.51,0.13,0.75,0.13,0.25,0.43,0.58,0.12,0.45
