,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.56,0.28,0.15,0.36,0.27,0.21,0.09,0.18,0.09,0.45,0.96,0.21
echongl.csv,0.39,0.41,0.43,0.49,0.48,0.45,0.81,0.22,0.13,0.29,0.27,0.36
hazelcast.csv,0.69,0.96,0.58,0.64,0.46,0.6,0.46,0.71,0.56,0.61,0.68,0.59
japano.csv,0.53,0.45,0.46,0.47,0.78,0.39,0.34,0.33,0.17,0.38,0.39,0.41
jmol.csv,0.23,0.34,0.52,0.24,0.0,0.75,0.0,0.0,0.61,0.53,0.0,0.27
mobicents.csv,0.68,0.56,0.43,0.67,0.43,0.41,0.0,0.48,0.55,0.56,0.56,0.56
nunit.csv,0.53,0.67,0.14,0.58,0.49,0.6,0.45,0.48,0.54,0.29,0.6,0.69
openefm.csv,0.72,0.33,0.17,0.5,0.49,0.5,0.46,0.48,0.63,0.56,0.54,0.44
snakeyaml.csv,0.59,0.63,0.27,0.58,0.45,0.39,0.6,0.72,0.46,0.35,0.6,0.37
trackit.csv,0.31,0.21,0.64,0.16,0.16,0.33,0.07,0.09,0.51,0.05,0.0,0.28
unicase.csv,0.58,0.68,0.31,0.64,0.33,0.65,0.64,0.05,0.62,0.71,0.34,0.69
wheat.csv,0.55,0.55,0.43,0.56,0.43,0.32,0.28,0.47,0.69,0.33,0.59,0.52
