,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.14,0.4,0.0,0.13,0.6,0.17,0.32,0.62,1.0,0.83,0.54,0.01,0.57,0.0
jicarilla.csv,0.0,0.5,0.79,0.0,0.19,1.0,0.0,0.0,0.03,0.25,0.0,0.0,0.08,0.24
jmule.csv,0.04,0.45,0.07,0.09,0.55,0.26,0.29,0.35,0.25,0.82,0.25,0.04,0.48,0.84
micomt.csv,0.03,0.33,0.5,0.06,0.42,0.28,0.29,0.32,0.56,0.7,0.22,0.06,0.31,0.4
migen.csv,0.07,0.5,0.32,0.13,0.69,0.28,0.14,0.33,0.29,0.73,0.3,0.03,0.47,1.0
mvnforum.csv,0.0,0.3,0.45,0.01,0.45,0.19,0.48,0.24,0.27,0.65,0.21,0.02,0.27,0.0
ng4j.csv,0.07,0.41,0.08,0.09,0.5,0.26,0.33,0.5,0.39,0.82,0.22,0.02,0.48,0.91
open-data-kit.csv,0.04,0.42,0.34,0.06,0.47,0.25,0.31,0.36,0.19,0.9,0.26,0.09,0.31,0.53
opennms.csv,0.06,0.42,0.2,0.14,0.45,0.49,0.08,0.23,0.05,0.57,0.0,0.05,0.23,0.52
ossim.csv,0.04,0.38,0.45,0.15,0.37,0.3,0.17,0.17,0.02,0.65,0.12,0.02,0.22,0.44
plplot.csv,0.04,0.35,0.0,0.06,0.58,0.26,0.32,0.58,0.33,0.84,0.2,0.01,0.53,0.62
qedo.csv,0.0,0.06,0.52,0.02,0.35,0.27,0.2,0.15,0.05,0.42,0.0,0.24,0.0,0.35
tradelink.csv,0.02,0.37,0.2,0.02,0.51,0.12,0.32,0.39,0.67,0.65,0.34,0.03,0.24,0.34
wgs-assembler.csv,0.05,0.49,0.12,0.08,0.57,0.27,0.29,0.38,0.17,0.78,0.37,0.02,0.39,0.67
