,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.56,0.42,0.36,0.52,0.79,0.36,0.37,0.32,0.78,0.5,0.13,0.84,0.29,0.7
flylinkdc.csv,0.6,0.54,0.38,0.45,0.56,0.56,0.38,0.71,0.41,0.76,0.19,0.57,0.39,0.44
grisbi.csv,0.47,0.52,0.39,0.41,0.76,0.73,0.39,0.61,0.9,0.83,0.22,0.94,0.36,0.87
jaolt.csv,0.55,0.53,0.46,0.29,0.51,0.6,0.43,0.75,0.77,0.7,0.1,0.42,0.39,0.76
maidsafe-dht.csv,0.3,0.41,0.49,0.38,0.66,0.67,0.38,0.5,0.9,0.57,0.0,0.45,0.16,0.81
mimosa.csv,0.41,0.55,0.33,0.51,0.68,0.76,0.32,0.81,0.67,0.72,0.2,0.89,0.26,0.53
n2cms.csv,0.45,0.7,0.41,0.31,0.54,0.53,0.39,0.47,0.9,0.64,0.17,0.62,0.29,0.74
nassp.csv,0.46,0.33,0.35,0.34,0.43,0.22,0.57,0.29,0.48,0.3,0.0,0.41,0.43,0.34
nug.csv,0.29,0.53,0.1,0.65,0.05,0.54,0.32,0.1,0.03,0.34,0.18,0.47,0.16,0.35
quantlib.csv,0.43,0.2,0.12,0.46,0.5,0.22,0.34,0.27,0.9,0.0,0.0,0.0,0.49,0.0
red5.csv,0.47,0.57,0.34,0.53,0.83,0.71,0.35,0.61,0.6,0.79,0.2,0.94,0.34,0.74
super-tux.csv,0.4,0.34,0.38,0.5,0.81,0.61,0.38,0.36,0.67,0.66,0.2,0.95,0.34,0.8
tcvp.csv,0.05,0.11,0.12,0.0,0.26,0.09,0.0,0.0,0.03,0.03,0.46,0.02,0.0,0.03
zxing.csv,0.49,0.51,0.35,0.36,0.65,0.46,0.35,0.65,0.77,0.75,0.1,0.65,0.25,0.84
