,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.82,0.46,0.8,0.0,0.29,0.54,0.71,0.64,0.82,0.79,0.33,0.23,0.46,0.26,0.93,0.28,0.0,0.84
ardour.csv,0.87,0.59,0.84,0.5,0.41,0.61,0.63,0.74,0.91,0.93,0.3,0.32,0.57,0.28,1.0,0.29,0.55,0.89
bacnet.csv,0.71,0.51,0.85,0.48,0.47,0.57,0.71,0.65,0.69,0.71,0.26,0.25,0.57,0.28,0.62,0.33,0.57,1.0
cortex-vfx.csv,0.88,0.61,0.8,0.38,0.35,0.5,0.62,0.72,0.55,0.96,0.25,0.26,0.58,0.39,0.75,0.35,0.72,0.88
enzo.csv,0.8,0.49,0.79,0.41,0.38,0.45,0.6,0.6,0.56,0.93,0.19,0.23,0.5,0.27,0.61,0.25,0.45,0.75
growl-for-windows.csv,0.88,0.9,0.0,0.6,0.4,0.67,0.62,1.0,0.78,1.0,0.21,0.0,0.71,0.36,0.89,0.61,0.64,0.82
heekscad.csv,0.79,0.72,0.91,0.43,0.46,0.66,0.56,0.7,0.7,1.0,0.25,0.26,0.75,0.31,0.64,0.29,0.56,0.83
minig.csv,0.52,0.32,0.7,0.34,0.55,0.38,0.5,0.44,0.47,0.74,0.11,0.18,0.38,0.19,0.55,0.05,0.4,0.83
multitude.csv,0.73,0.54,0.82,0.36,0.36,0.59,0.56,0.59,0.7,0.81,0.28,0.23,0.52,0.23,0.62,0.26,0.45,0.79
natpad.csv,0.68,0.46,0.83,0.4,0.47,0.61,0.71,0.61,0.67,0.76,0.23,0.24,0.58,0.24,0.59,0.3,0.61,0.93
open-ms.csv,0.76,0.68,0.8,0.45,0.39,0.37,0.57,0.66,0.58,0.89,0.33,0.26,0.45,0.24,0.62,0.29,0.51,0.74
planeshift.csv,0.69,0.47,0.87,0.4,0.41,0.48,0.54,0.57,0.57,0.8,0.2,0.2,0.49,0.21,0.59,0.28,0.49,0.77
rocrail.csv,0.76,0.68,0.86,0.36,0.38,0.56,0.56,0.63,0.63,0.9,0.18,0.24,0.64,0.23,0.59,0.45,0.5,0.68
salasaga.csv,0.71,0.52,0.84,0.51,0.46,0.56,0.67,0.64,0.69,0.59,0.29,0.31,0.63,0.27,0.62,0.32,0.62,1.0
xcsoar.csv,0.86,0.66,0.87,0.47,0.47,0.64,0.56,0.74,0.69,0.93,0.25,0.28,0.65,0.32,0.73,0.38,0.53,0.78
xemeiah.csv,0.73,0.49,0.86,0.45,0.33,0.68,0.5,0.68,0.78,0.75,0.25,0.24,0.59,0.22,0.72,0.34,0.55,0.85
xmoto.csv,0.89,0.64,0.84,0.46,0.48,0.53,0.65,0.68,0.59,1.0,0.16,0.26,0.74,0.36,0.55,0.24,0.51,0.76
zxing.csv,0.84,0.56,0.85,0.43,0.42,0.64,0.58,0.69,0.72,0.95,0.46,0.3,0.69,0.24,0.9,0.42,0.77,0.88
