,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.62,0.65,0.88,0.65,0.63,0.48,0.77,0.51,0.59,0.53,0.65,0.96
archive-crawler.csv,0.65,0.95,0.89,0.62,0.58,0.5,0.67,0.76,0.77,0.77,0.89,0.96
blue-c.csv,0.45,0.48,0.41,0.53,0.59,0.47,0.51,0.56,0.53,0.38,0.42,0.41
dynalloy.csv,0.66,0.69,0.74,0.45,0.62,0.54,0.6,0.55,0.76,0.55,0.52,0.49
jcae.csv,0.67,0.67,0.89,0.0,0.0,0.0,0.88,0.0,0.75,0.67,0.8,0.0
kmatplot.csv,0.86,0.89,0.9,0.89,0.65,0.77,0.85,0.93,0.86,0.7,0.67,0.44
mscore.csv,0.47,0.61,0.34,0.52,0.54,0.5,0.46,0.55,0.5,0.4,0.44,0.4
nosleepsoftware.csv,0.75,0.93,0.48,0.75,0.83,0.92,0.57,0.86,0.83,0.72,0.89,0.38
openmalaria.csv,0.42,0.36,0.32,0.39,0.54,0.37,0.4,0.5,0.38,0.35,0.31,0.48
popeye-chess.csv,0.46,0.48,0.4,0.4,0.54,0.41,0.44,0.49,0.51,0.45,0.31,0.34
riff-evolve.csv,0.49,0.57,0.4,0.8,0.83,0.5,0.51,0.51,0.57,0.71,0.48,0.7
virtuoso.csv,0.42,0.49,0.33,0.42,0.69,0.42,0.41,0.41,0.47,0.45,0.48,0.85
