,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.32,0.54,0.3,0.18,0.26,0.27,0.27,0.09,0.39,0.29,0.46,0.6,0.47,0.0,0.38,0.3,0.59,0.45
archive-crawler.csv,0.68,0.25,0.63,0.3,0.53,0.21,0.75,0.96,0.88,0.41,0.29,0.0,0.84,0.17,0.59,0.5,0.31,0.2
customwars.csv,0.3,0.15,0.27,0.05,0.08,0.43,0.18,0.26,0.12,0.22,0.0,0.38,0.22,0.03,0.14,0.2,0.33,0.3
gbif-providertoolkit.csv,0.04,0.0,0.1,0.03,0.14,0.0,0.31,0.17,0.13,0.29,0.34,0.11,0.12,0.03,0.16,0.0,0.21,0.0
gss.csv,0.79,0.58,0.47,0.71,0.33,0.61,0.47,0.48,0.68,0.7,0.67,0.65,0.59,0.93,0.68,0.4,0.76,0.0
heekscad.csv,0.0,0.42,0.77,0.77,0.45,0.58,0.48,0.57,0.83,0.45,0.83,0.69,0.31,0.6,0.32,0.2,0.6,0.75
ikvm.csv,0.57,0.11,0.0,0.52,0.28,0.58,0.27,0.17,0.16,0.28,0.46,0.36,0.22,0.47,0.38,0.3,0.1,0.2
jaxen.csv,0.17,0.01,0.07,0.01,0.05,0.04,0.13,0.0,0.0,0.14,0.19,0.22,0.03,0.03,0.08,0.0,0.04,0.0
jcae.csv,0.04,0.0,0.1,0.0,0.02,0.01,0.06,0.0,0.09,0.06,0.14,0.16,0.0,0.03,0.0,0.0,0.04,0.0
levent.csv,0.36,0.61,0.67,0.35,0.57,0.52,0.76,0.0,0.91,0.83,0.74,0.49,0.72,0.6,0.57,0.5,0.63,0.25
nicepress.csv,0.34,0.18,0.17,0.28,0.16,0.24,0.2,0.22,0.15,0.0,0.15,0.33,0.12,0.13,0.14,0.1,0.19,0.15
pnotepad.csv,0.81,0.73,0.87,0.95,0.55,0.87,0.63,0.48,0.74,0.75,0.95,0.8,0.72,0.97,0.57,0.0,0.67,0.8
qcad2.csv,0.4,0.3,0.2,0.25,0.13,0.48,0.0,0.91,0.44,0.3,0.32,0.62,0.81,0.33,0.19,0.5,0.6,0.5
qedo.csv,0.04,0.07,0.13,0.16,0.03,0.1,0.08,0.0,0.26,0.14,0.05,0.05,0.0,0.03,0.03,0.2,0.0,0.05
quarkplusplus.csv,0.09,0.1,0.33,0.1,0.24,0.1,0.23,0.13,0.3,0.28,0.21,0.2,0.0,0.1,0.38,0.2,0.41,0.0
sigil.csv,0.23,0.25,0.4,0.19,0.23,0.3,0.38,0.3,0.52,0.36,0.67,0.36,0.38,0.43,0.0,0.2,0.45,0.25
xcsoar.csv,0.3,0.01,0.43,0.53,0.28,0.51,0.42,0.17,0.34,0.38,0.47,0.6,0.22,0.47,0.32,0.2,0.5,0.35
xuggle.csv,0.36,0.9,0.57,0.47,0.0,0.22,0.61,0.74,0.04,0.72,0.44,0.62,0.97,0.6,0.59,0.9,0.82,0.65
