,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,3.0,0.0,0.0,10.0,70.0,2.0,4.0,0.0,28.0,11.0,1.0,6.0,3.0,0.0,4.0,1.0,0.0,0.0
archive-crawler.csv,4.0,0.0,0.0,15.0,89.0,1.0,11.0,0.0,65.0,13.0,6.0,0.0,3.0,1.0,9.0,0.0,20.0,3.0
customwars.csv,9.0,7.0,0.0,4.0,22.0,4.0,6.0,0.0,8.0,6.0,0.0,5.0,3.0,0.0,1.0,2.0,0.0,4.0
gbif-providertoolkit.csv,0.0,0.0,1.0,0.0,13.0,0.0,15.0,0.0,8.0,6.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
gss.csv,3.0,1.0,1.0,25.0,13.0,24.0,11.0,2.0,44.0,11.0,1.0,6.0,1.0,2.0,7.0,0.0,0.0,0.0
heekscad.csv,0.0,4.0,2.0,32.0,5.0,17.0,3.0,0.0,56.0,1.0,17.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0
ikvm.csv,6.0,1.0,0.0,19.0,5.0,20.0,11.0,3.0,10.0,3.0,10.0,5.0,2.0,1.0,4.0,0.0,7.0,1.0
jaxen.csv,2.0,1.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,1.0,0.0,260.0,0.0
jcae.csv,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
levent.csv,0.0,1.0,0.0,10.0,50.0,20.0,30.0,0.0,66.0,13.0,17.0,4.0,2.0,0.0,4.0,1.0,25.0,0.0
nicepress.csv,7.0,0.0,3.0,10.0,19.0,6.0,6.0,3.0,10.0,0.0,4.0,8.0,55.0,0.0,0.0,1.0,2.0,0.0
pnotepad.csv,4.0,0.0,1.0,44.0,20.0,2.0,1.0,0.0,49.0,10.0,20.0,3.0,1.0,2.0,3.0,0.0,15.0,0.0
qcad2.csv,5.0,0.0,0.0,2.0,15.0,3.0,0.0,0.0,30.0,3.0,0.0,4.0,4.0,0.0,1.0,3.0,39.0,0.0
qedo.csv,2.0,4.0,1.0,87.0,5.0,3.0,7.0,71.0,86.0,9.0,111.0,77.0,55.0,1.0,88.0,2.0,0.0,0.0
quarkplusplus.csv,0.0,0.0,1.0,4.0,42.0,3.0,3.0,0.0,16.0,5.0,4.0,0.0,0.0,2.0,4.0,0.0,67.0,0.0
sigil.csv,1.0,1.0,7.0,6.0,20.0,0.0,3.0,0.0,35.0,4.0,9.0,4.0,2.0,0.0,0.0,0.0,27.0,0.0
xcsoar.csv,0.0,0.0,1.0,23.0,36.0,19.0,3.0,0.0,19.0,4.0,7.0,2.0,1.0,1.0,3.0,0.0,9.0,4.0
xuggle.csv,1.0,0.0,0.0,37.0,0.0,3.0,8.0,0.0,0.0,14.0,1.0,8.0,4.0,0.0,6.0,1.0,0.0,0.0
