,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.83,0.92,0.97,0.68,0.88,0.87,0.9,0.61,0.01,0.87,0.87,0.92,0.97,0.83,1.0,0.95,1.0,0.77
alsa.csv,0.6,0.77,0.44,0.71,0.98,0.65,0.02,0.79,0.72,0.63,0.67,0.44,0.51,0.68,0.41,0.7,1.05,0.46
boost.csv,0.64,0.75,0.7,0.61,0.63,0.71,0.69,0.68,0.68,0.02,0.76,0.78,1.4,0.65,0.78,0.82,0.67,0.65
fmri-dmt.csv,0.92,1.0,0.97,1.0,1.0,0.81,0.99,0.97,1.0,0.96,0.97,0.9,1.0,0.72,0.0,0.97,1.0,0.81
genecys.csv,0.92,1.0,0.81,0.92,0.71,0.02,0.82,0.76,0.86,0.9,0.97,0.71,1.0,0.95,0.92,0.91,1.02,0.81
gusanos.csv,0.65,0.9,0.61,0.71,0.86,0.69,0.89,0.47,0.62,0.63,0.0,0.81,0.72,0.64,0.7,0.59,0.83,0.65
hatari.csv,0.57,0.69,0.03,0.72,0.81,0.85,0.61,0.79,0.57,0.6,0.64,0.67,0.44,0.6,0.7,0.63,0.67,0.68
n2cms.csv,0.04,0.72,0.6,0.71,0.95,0.75,0.76,0.52,0.61,0.89,0.56,0.65,0.78,0.42,0.49,0.55,0.53,0.53
nug.csv,0.66,1.0,0.82,0.06,1.0,0.81,1.0,0.77,0.85,0.7,0.86,1.01,1.0,0.67,0.63,0.82,0.64,0.56
nuttx.csv,0.69,0.08,0.65,0.85,0.7,0.79,0.79,0.71,0.83,0.84,0.74,0.67,0.83,0.8,0.87,0.59,0.77,0.72
proftp.csv,0.76,0.85,0.7,0.88,0.65,0.74,0.75,0.04,0.61,0.82,0.62,0.61,1.01,0.66,0.74,0.8,0.33,0.73
pydev.csv,0.66,0.92,0.83,0.59,0.62,0.64,0.71,0.58,0.79,0.54,0.93,0.85,0.89,0.03,0.71,0.58,0.48,0.54
tcl.csv,0.96,0.96,0.93,0.61,0.06,0.64,0.73,0.75,0.65,0.87,0.69,0.83,0.92,0.86,1.03,0.54,0.71,0.79
truevision.csv,0.91,0.6,0.63,0.4,0.64,0.53,0.82,0.64,0.54,0.86,0.68,0.08,1.11,0.59,0.86,0.86,1.04,0.5
uclmda.csv,0.95,0.57,0.95,0.93,0.97,0.92,0.78,0.78,0.85,0.84,0.71,0.98,0.0,0.97,0.69,0.7,1.0,0.95
uwom.csv,0.73,0.79,0.66,0.72,0.88,0.49,0.8,0.91,0.81,0.73,0.73,0.6,0.83,0.81,0.54,1.09,0.92,0.06
wxjs.csv,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.0,1.0
wxstudio.csv,0.79,0.75,0.71,0.72,0.75,0.8,0.7,0.88,0.68,0.88,0.64,0.75,0.51,0.8,0.88,0.05,0.87,0.82
