,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.73,0.8,1.0,0.43,0.56,1.0,0.85,0.8,0.92,0.71,0.9,0.5,0.88,0.67,0.0,0.4,0.0,0.5
alsa.csv,0.46,0.81,0.69,0.32,0.2,0.89,0.99,0.42,0.1,0.42,0.85,0.64,0.98,0.39,0.18,0.44,0.0,0.38
boost.csv,0.48,0.81,0.46,0.38,0.56,0.88,0.66,0.47,0.08,0.99,0.67,0.34,0.33,0.38,0.07,0.36,0.09,0.25
fmri-dmt.csv,0.8,0.0,0.5,0.0,0.0,0.88,1.0,1.0,0.0,0.67,0.67,0.67,0.0,0.36,1.0,1.0,0.0,0.49
genecys.csv,0.38,0.82,0.4,0.34,0.5,1.0,0.63,0.51,0.08,0.39,0.7,0.37,0.96,0.34,0.1,0.38,0.05,0.25
gusanos.csv,0.43,0.77,0.52,0.32,0.47,0.89,0.63,0.61,0.1,0.43,1.0,0.37,0.97,0.4,0.1,0.51,0.06,0.27
hatari.csv,0.48,0.83,1.0,0.35,0.49,0.83,0.69,0.5,0.13,0.48,0.78,0.38,0.99,0.41,0.1,0.55,0.09,0.24
n2cms.csv,1.0,0.82,0.52,0.32,0.5,0.86,0.64,0.75,0.1,0.45,0.78,0.39,0.96,0.56,0.15,0.59,0.14,0.44
nug.csv,0.43,0.83,0.46,1.0,0.49,1.0,0.63,0.47,0.08,0.54,0.58,0.09,0.0,0.38,0.11,0.36,0.2,0.3
nuttx.csv,0.41,0.98,0.5,0.25,0.56,0.88,0.62,0.51,0.09,0.39,0.71,0.4,0.97,0.32,0.06,0.53,0.07,0.22
proftp.csv,0.52,0.78,0.64,0.21,0.53,0.9,0.7,0.97,0.11,0.36,0.76,0.47,0.78,0.45,0.09,0.53,0.21,0.34
pydev.csv,0.65,0.8,0.71,0.39,0.57,0.9,0.66,0.55,0.07,0.6,0.5,0.32,0.94,1.0,0.12,0.52,0.14,0.43
tcl.csv,0.18,0.89,0.4,0.39,0.97,0.96,0.7,0.42,0.09,0.5,0.79,0.39,0.94,0.24,0.0,0.57,0.08,0.2
truevision.csv,0.4,0.86,0.54,0.52,0.54,0.92,0.59,0.5,0.17,0.39,0.82,1.0,0.4,0.42,0.09,0.32,0.0,0.33
uclmda.csv,0.21,0.88,0.25,0.15,0.5,1.0,0.58,0.44,0.09,0.33,0.7,0.11,1.0,0.12,0.15,0.44,0.0,0.08
uwom.csv,0.38,0.83,0.52,0.36,0.5,0.95,0.63,0.42,0.07,0.51,0.68,0.43,0.97,0.3,0.14,0.15,0.09,0.95
wxjs.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
wxstudio.csv,0.46,0.87,0.6,0.32,0.48,0.84,0.67,0.31,0.09,0.25,0.84,0.36,0.98,0.31,0.06,1.0,0.06,0.17
