,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,1.0,0.0,63.0,17.0,0.0,1.0,0.0,4.0,51.0,0.0,0.0,2.0
echongl.csv,1.0,2.0,2.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,14.0,7.0
hazelcast.csv,3.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,23.0,0.0
japano.csv,7.0,0.0,2.0,0.0,0.0,1.0,0.0,60.0,0.0,0.0,11.0,0.0
jmol.csv,1.0,1.0,0.0,1.0,1.0,0.0,0.0,60.0,0.0,2.0,21.0,7.0
mobicents.csv,2.0,0.0,1.0,0.0,0.0,1.0,0.0,37.0,0.0,0.0,4.0,0.0
nunit.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,11.0,0.0
openefm.csv,0.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,13.0,0.0
snakeyaml.csv,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0
trackit.csv,6.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,1.0,11.0,0.0
unicase.csv,5.0,3.0,1.0,0.0,0.0,0.0,0.0,52.0,2.0,0.0,15.0,0.0
wheat.csv,4.0,3.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,8.0,0.0
