,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.6,1.0,0.0,0.49,0.67,0.86,1.0,0.17,0.0,0.76,1.0,0.2
echongl.csv,0.26,0.89,0.58,0.61,0.9,0.8,0.99,0.05,0.44,0.66,0.05,0.1
hazelcast.csv,0.39,1.0,0.6,0.53,0.94,0.82,0.72,0.18,0.54,0.77,0.13,0.23
japano.csv,0.32,0.82,0.57,0.49,1.0,0.81,0.71,0.09,0.54,0.7,0.14,0.18
jmol.csv,0.47,0.93,0.71,0.59,0.9,0.96,0.79,0.06,0.5,0.77,0.12,0.22
mobicents.csv,0.44,0.81,0.73,0.99,0.95,0.82,0.87,0.21,0.6,0.78,0.23,0.34
nunit.csv,0.43,0.79,0.76,0.62,0.91,0.92,0.72,0.31,0.36,0.84,0.22,1.0
openefm.csv,0.97,0.92,0.59,0.53,0.95,0.84,0.55,0.22,0.64,0.71,0.18,0.28
snakeyaml.csv,0.35,0.79,0.66,0.49,0.96,0.87,0.8,0.96,0.47,0.7,0.22,0.22
trackit.csv,0.36,0.94,0.98,0.46,0.92,0.81,0.67,0.18,0.48,0.72,0.15,0.22
unicase.csv,0.32,0.92,0.59,0.56,0.92,0.8,0.79,0.14,0.41,1.0,0.14,0.28
wheat.csv,0.29,0.8,0.62,0.5,0.9,1.0,0.81,0.05,1.0,0.73,0.1,0.2
