,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.9,0.67,0.0,0.98,0.67,0.86,0.5,0.83,0.0,0.98,0.88,0.9
echongl.csv,0.77,0.67,0.65,0.92,0.76,0.69,0.36,0.81,0.68,0.65,0.49,0.62
hazelcast.csv,0.36,0.35,0.38,0.34,0.38,0.32,0.29,0.35,0.35,0.34,0.36,0.31
japano.csv,0.43,0.49,0.45,0.57,0.49,0.49,0.3,0.55,0.35,0.49,0.53,0.5
jmol.csv,0.47,0.5,0.86,0.45,0.46,0.36,0.74,0.74,0.58,0.41,0.41,0.45
mobicents.csv,0.5,0.61,0.87,0.52,0.58,0.54,0.63,0.64,0.73,0.54,0.5,0.69
nunit.csv,0.67,0.55,0.82,0.69,0.72,0.54,0.81,0.73,0.91,0.98,0.67,0.94
openefm.csv,0.62,0.5,0.82,0.56,0.6,0.48,0.91,0.59,0.79,0.56,0.42,0.57
snakeyaml.csv,0.46,0.59,0.53,0.54,0.68,0.64,0.41,0.96,0.5,0.59,0.54,0.48
trackit.csv,0.52,0.5,0.52,0.66,0.51,0.57,0.37,0.62,0.52,0.76,0.7,0.65
unicase.csv,0.44,0.42,0.45,0.46,0.5,0.39,0.35,0.51,0.76,0.44,0.4,0.51
wheat.csv,0.74,0.93,0.85,0.59,0.85,0.88,0.45,0.66,0.54,0.72,0.9,0.69
