,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.56,0.67,0.82,0.6,0.87,0.78,0.93,0.63,0.93,0.6,0.31,0.75
echongl.csv,0.8,0.97,0.82,0.7,0.91,0.74,0.22,0.76,0.74,0.94,0.69,0.78
hazelcast.csv,0.6,0.07,0.77,0.7,0.84,0.74,0.68,0.64,0.74,0.62,0.67,0.71
japano.csv,0.83,1.14,0.93,0.81,0.43,0.9,0.93,0.93,0.96,0.89,1.02,0.82
jmol.csv,0.88,1.04,0.78,0.78,1.01,0.62,0.93,0.96,0.68,0.87,0.98,0.8
mobicents.csv,0.53,0.58,0.75,0.45,0.84,1.0,0.95,0.59,0.61,0.53,0.67,0.6
nunit.csv,0.68,0.5,0.94,0.7,0.67,0.7,0.65,0.79,0.68,0.81,0.72,0.44
openefm.csv,0.38,0.91,0.81,0.71,0.71,0.74,0.95,0.64,0.58,0.82,0.64,0.84
snakeyaml.csv,0.73,0.51,0.86,0.55,0.7,0.69,0.66,0.38,0.74,0.75,0.73,0.71
trackit.csv,0.79,0.82,0.54,0.89,0.81,0.85,0.96,0.89,0.79,0.96,1.0,0.89
unicase.csv,0.76,0.55,0.82,0.65,1.05,0.77,0.46,0.95,0.61,0.45,0.89,0.58
wheat.csv,0.66,0.66,0.68,0.64,0.79,0.73,0.92,0.71,0.43,0.78,0.59,0.75
