,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,8.0,0.0,5.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,11.0,0.0,5.0,0.0
flylinkdc.csv,0.0,5.0,6.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,5.0,1.0
grisbi.csv,9.0,3.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,2.0,12.0,0.0,2.0,0.0
jaolt.csv,8.0,4.0,3.0,7.0,0.0,2.0,4.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0
maidsafe-dht.csv,1.0,0.0,0.0,3.0,0.0,5.0,5.0,0.0,0.0,0.0,82.0,0.0,10.0,0.0
mimosa.csv,5.0,10.0,6.0,0.0,0.0,7.0,10.0,0.0,0.0,1.0,24.0,0.0,11.0,1.0
n2cms.csv,1.0,0.0,5.0,11.0,0.0,1.0,4.0,0.0,0.0,0.0,12.0,0.0,5.0,1.0
nassp.csv,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0
nug.csv,6.0,4.0,14.0,0.0,4.0,0.0,7.0,1.0,0.0,1.0,82.0,0.0,10.0,0.0
quantlib.csv,19.0,1.0,5.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0
red5.csv,2.0,5.0,2.0,0.0,4.0,0.0,13.0,1.0,4.0,0.0,11.0,0.0,16.0,0.0
super-tux.csv,6.0,0.0,8.0,0.0,5.0,0.0,18.0,0.0,0.0,1.0,19.0,0.0,5.0,0.0
tcvp.csv,135.0,4.0,73.0,52.0,0.0,0.0,9.0,0.0,79.0,0.0,0.0,0.0,0.0,1.0
zxing.csv,3.0,2.0,9.0,16.0,0.0,4.0,4.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0
