,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.7,0.64,0.71,1.0,0.03,0.75,0.92,0.6,0.58,0.78,0.86,0.31,0.81,0.75
flylinkdc.csv,0.0,0.82,0.54,0.69,0.7,0.66,0.36,0.72,0.74,0.67,0.79,0.86,0.76,0.77
grisbi.csv,0.61,0.77,0.62,0.95,0.46,0.94,0.76,0.81,0.0,0.9,0.83,0.46,0.72,0.88
jaolt.csv,0.54,0.66,0.51,0.82,0.72,0.76,0.5,0.86,0.46,0.04,0.9,0.78,0.79,0.73
maidsafe-dht.csv,0.73,0.84,0.0,0.9,0.67,1.01,0.61,0.87,0.85,0.71,1.01,0.81,0.91,0.69
mimosa.csv,0.61,0.67,0.78,0.64,0.6,0.78,0.77,0.03,0.57,0.76,0.95,0.51,0.77,0.84
n2cms.csv,0.45,0.02,0.54,0.91,0.58,0.78,0.43,0.7,0.38,0.61,0.86,0.68,0.75,0.82
nassp.csv,0.93,0.94,0.58,0.83,0.92,0.88,0.17,0.77,0.91,0.88,1.0,0.98,0.88,0.9
nug.csv,1.0,0.9,0.72,0.12,0.83,0.67,0.5,1.0,0.98,0.79,1.01,0.75,0.81,0.8
quantlib.csv,0.9,0.77,0.81,0.83,0.76,0.84,0.69,0.81,0.84,0.82,0.72,0.93,0.08,0.88
red5.csv,0.65,0.66,0.6,0.53,0.79,0.11,0.7,0.62,1.08,0.74,0.77,0.42,0.82,0.45
super-tux.csv,1.0,0.69,1.0,1.0,0.97,0.9,1.0,0.57,1.0,1.0,1.0,0.0,1.0,0.83
tcvp.csv,1.0,0.88,1.0,1.0,0.95,0.95,0.86,0.98,1.0,0.96,0.0,0.95,0.75,1.01
zxing.csv,0.52,0.62,0.52,0.93,0.59,0.74,0.55,0.76,0.37,0.55,0.57,0.65,0.77,0.0
