,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.68,0.3,0.7,0.97,0.03,0.62,0.91,0.24,0.57,0.41,0.86,0.2,0.74,0.18
flylinkdc.csv,0.0,0.2,0.2,0.36,0.08,0.28,0.26,0.1,0.0,0.38,0.14,0.4,0.27,0.24
grisbi.csv,0.58,0.7,0.6,0.86,0.33,0.93,0.76,0.81,0.0,0.9,0.82,0.2,0.67,0.88
jaolt.csv,0.35,0.64,0.28,0.67,0.1,0.62,0.5,0.86,0.21,0.03,0.12,0.2,0.36,0.71
maidsafe-dht.csv,0.05,0.09,0.0,0.19,0.13,0.24,0.17,0.07,0.0,0.1,0.12,0.2,0.26,0.29
mimosa.csv,0.57,0.49,0.65,0.61,0.38,0.59,0.5,0.0,0.21,0.62,0.55,0.4,0.51,0.41
n2cms.csv,0.34,0.01,0.22,0.39,0.23,0.34,0.35,0.24,0.14,0.21,0.36,0.2,0.34,0.29
nassp.csv,0.11,0.04,0.08,0.11,0.05,0.21,0.0,0.07,0.0,0.34,0.0,0.0,0.06,0.12
nug.csv,1.0,0.89,0.33,0.0,0.54,0.59,0.28,1.0,0.0,0.76,0.15,0.4,0.32,0.65
quantlib.csv,0.25,0.55,0.2,0.06,0.28,0.76,0.2,0.33,0.43,0.79,0.27,0.4,0.01,0.65
red5.csv,0.64,0.53,0.48,0.47,0.72,0.1,0.7,0.45,0.93,0.66,0.77,0.2,0.58,0.29
super-tux.csv,1.0,0.58,1.0,1.0,0.97,0.9,1.0,0.57,1.0,1.0,1.0,0.0,1.0,0.82
tcvp.csv,0.04,0.09,0.05,0.06,0.05,0.21,0.2,0.26,0.07,0.0,0.0,0.2,0.04,0.24
zxing.csv,0.35,0.39,0.38,0.72,0.23,0.31,0.54,0.6,0.07,0.34,0.46,0.2,0.44,0.0
