,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.64,0.15,0.49,0.42,0.19,0.63,0.43,0.28,0.66,0.29,0.08,0.98,0.63,0.58,0.33,0.78,0.47
biopax.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.93,0.47
ffigo.csv,0.75,0.0,0.51,0.42,0.19,0.0,0.43,0.28,0.81,0.3,0.0,0.98,0.77,0.0,0.33,0.8,0.47
freebios.csv,0.63,0.15,0.72,0.41,0.07,0.62,0.42,0.29,0.66,0.6,0.14,1.0,0.66,0.58,0.38,0.65,0.5
glelite.csv,0.0,0.0,0.0,0.48,0.19,0.0,1.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.47,0.78,0.47
gnupdate.csv,0.0,0.0,0.0,0.51,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.86,0.48
go.csv,0.78,0.0,0.44,0.42,0.19,0.0,0.43,0.28,0.79,0.28,0.08,0.98,0.67,0.9,0.33,0.78,0.47
gstreamer.csv,0.64,0.15,0.49,0.42,0.19,0.63,0.43,0.28,0.66,0.29,0.08,0.98,0.63,0.58,0.33,0.78,0.47
metacosm.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76
pcsx2.csv,0.66,0.44,0.49,0.42,0.19,0.0,0.43,0.28,0.71,0.29,0.08,0.98,0.64,0.77,0.33,0.78,0.47
pgui.csv,0.0,0.0,0.0,0.44,0.21,0.0,0.61,0.62,0.0,0.0,0.12,0.98,0.0,0.0,0.43,0.78,0.47
qse.csv,0.0,0.0,0.0,0.45,0.22,0.0,0.86,0.43,0.0,0.0,0.0,0.98,0.0,0.0,0.33,0.78,0.47
rebecca-aiml.csv,0.64,0.15,0.67,0.0,0.0,0.63,0.0,0.09,0.65,0.73,0.23,1.0,0.64,0.58,0.18,0.0,0.0
skia.csv,0.72,0.14,0.62,0.46,0.14,0.65,0.62,0.29,0.69,0.09,0.12,0.99,0.64,0.59,0.73,0.73,0.47
vars-redux.csv,0.0,0.0,0.0,0.74,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.79,0.47
wxjs.csv,0.49,0.15,0.0,0.0,0.0,0.63,0.0,0.0,0.62,0.58,1.0,0.0,0.44,0.58,0.0,0.0,0.0
yale.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
