,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,4.0,81.0,1.0,2.0,2.0,0.0,7.0,3.0,0.0,3.0,46.0,0.0,2.0,4.0,6.0,2.0,1.0
biopax.csv,123.0,962.0,99.0,115.0,105.0,259.0,81.0,168.0,271.0,185.0,97.0,0.0,119.0,342.0,68.0,1.0,1.0
ffigo.csv,0.0,962.0,1.0,4.0,2.0,259.0,7.0,3.0,0.0,2.0,97.0,0.0,0.0,342.0,6.0,1.0,1.0
freebios.csv,4.0,71.0,0.0,3.0,22.0,0.0,4.0,2.0,0.0,2.0,17.0,0.0,1.0,3.0,4.0,4.0,0.0
glelite.csv,123.0,962.0,99.0,0.0,5.0,259.0,0.0,168.0,271.0,185.0,97.0,0.0,119.0,342.0,4.0,2.0,1.0
gnupdate.csv,123.0,962.0,99.0,1.0,0.0,259.0,81.0,168.0,271.0,185.0,97.0,2.0,119.0,342.0,68.0,1.0,1.0
go.csv,1.0,962.0,4.0,2.0,2.0,259.0,7.0,3.0,0.0,1.0,46.0,0.0,3.0,0.0,6.0,2.0,1.0
gstreamer.csv,4.0,81.0,1.0,2.0,2.0,0.0,7.0,3.0,0.0,3.0,46.0,0.0,2.0,4.0,6.0,2.0,1.0
metacosm.csv,123.0,962.0,99.0,115.0,105.0,259.0,81.0,168.0,271.0,185.0,97.0,152.0,119.0,342.0,68.0,90.0,1.0
pcsx2.csv,3.0,3.0,1.0,2.0,2.0,259.0,7.0,3.0,1.0,3.0,46.0,0.0,1.0,0.0,6.0,2.0,1.0
pgui.csv,123.0,962.0,99.0,1.0,2.0,259.0,5.0,0.0,271.0,185.0,5.0,0.0,119.0,342.0,2.0,2.0,1.0
qse.csv,123.0,962.0,99.0,2.0,2.0,259.0,1.0,1.0,271.0,185.0,97.0,0.0,119.0,342.0,5.0,2.0,1.0
rebecca-aiml.csv,3.0,81.0,1.0,115.0,105.0,0.0,81.0,10.0,0.0,1.0,7.0,0.0,1.0,4.0,7.0,90.0,57.0
skia.csv,3.0,81.0,0.0,1.0,0.0,1.0,4.0,2.0,1.0,59.0,20.0,0.0,0.0,1.0,1.0,1.0,5.0
vars-redux.csv,123.0,962.0,99.0,1.0,1.0,259.0,81.0,168.0,271.0,185.0,97.0,0.0,119.0,342.0,68.0,2.0,1.0
wxjs.csv,3.0,81.0,99.0,115.0,105.0,0.0,81.0,168.0,0.0,2.0,0.0,152.0,1.0,4.0,68.0,90.0,57.0
yale.csv,123.0,962.0,99.0,115.0,105.0,259.0,81.0,168.0,271.0,185.0,97.0,152.0,119.0,342.0,68.0,90.0,57.0
