,jpaul.csv,neodatis-odb.csv,tycho.csv,unicase.csv,jrdf.csv,xcmetadataservicestoolkit.csv,mecat.csv,ambulant.csv,synecdoche.csv,javaprofiler.csv,codesmith.csv
ambulant.csv,0.84,0.62,0.74,0.69,1.0,0.73,0.68,0.37,0.95,0.65,0.81
codesmith.csv,1.0,0.79,1.01,0.69,0.75,0.78,0.52,0.89,0.79,0.65,0.32
javaprofiler.csv,0.59,0.91,0.83,0.8,0.93,0.9,0.92,0.64,0.79,0.3,0.66
jpaul.csv,0.3,0.89,0.89,0.74,0.88,0.81,0.67,0.64,0.97,0.47,0.74
jrdf.csv,0.49,0.82,1.0,0.62,0.27,0.69,0.92,0.84,0.8,0.86,1.08
mecat.csv,0.94,0.92,1.0,0.65,0.89,0.75,0.12,1.0,0.8,0.83,1.0
neodatis-odb.csv,0.84,0.34,0.79,0.95,0.87,0.7,0.4,0.72,0.92,0.49,0.88
synecdoche.csv,0.66,0.83,0.7,0.69,0.48,0.69,0.83,0.87,0.43,0.85,0.79
tycho.csv,0.74,0.75,0.32,0.89,0.96,0.78,0.8,0.64,0.7,0.65,0.85
unicase.csv,0.66,0.81,0.8,0.47,0.88,0.62,0.88,0.87,0.81,1.0,0.71
xcmetadataservicestoolkit.csv,0.79,0.7,0.97,0.73,0.85,0.37,1.02,0.92,0.75,0.94,1.02
