,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.6,0.36,0.55,0.62,0.75,0.35,0.78,1.0,0.6,0.66,0.37,0.92,0.36,0.54,0.15,0.24
arcallians.csv,0.53,0.49,0.36,0.29,0.29,0.28,0.99,0.95,0.67,0.09,0.24,0.19,0.34,0.8,0.65,0.51
arianne.csv,0.26,0.92,1.0,1.0,0.87,1.0,0.61,0.95,0.73,1.0,1.0,1.0,0.34,0.95,0.7,0.83
aztec.csv,0.24,0.56,0.14,0.46,0.08,0.6,0.21,0.45,0.37,0.48,0.48,0.24,0.01,0.12,0.25,0.36
biopax.csv,0.98,0.85,1.0,0.96,0.96,0.95,0.99,1.0,1.0,0.95,0.78,1.0,0.9,0.95,0.05,1.0
bl-toolkit.csv,0.64,0.88,0.18,1.0,0.6,1.0,0.94,0.47,0.66,1.0,1.0,0.28,0.98,1.0,0.65,1.0
gnupdate.csv,0.52,0.85,0.14,0.46,0.8,0.82,0.98,0.45,0.82,0.2,0.53,0.09,0.49,0.72,0.55,0.76
les-indemodables.csv,0.29,0.34,0.36,0.29,0.32,0.18,0.17,0.64,0.36,0.28,0.3,0.23,0.24,0.32,0.25,0.46
ng4j.csv,0.25,0.28,0.18,0.33,0.21,0.32,0.01,0.47,0.55,0.28,0.3,0.79,0.22,0.72,0.0,0.25
openxava.csv,0.38,0.33,0.14,0.17,0.34,0.1,0.56,0.34,0.27,0.49,0.65,0.4,0.6,0.15,0.1,0.39
phonon-vlc-mplayer.csv,0.22,0.48,0.23,0.58,0.16,0.25,0.13,0.45,0.51,0.33,0.39,0.34,0.06,0.83,0.0,0.41
qgis.csv,0.37,0.27,0.55,0.0,0.37,0.12,0.12,0.93,0.57,0.0,0.0,0.7,0.4,0.58,0.2,0.29
rsyslog.csv,0.62,0.31,0.36,0.25,0.65,0.32,0.8,0.93,0.79,0.16,0.26,0.9,0.74,0.2,0.2,0.29
vars-redux.csv,0.38,0.2,0.55,0.17,0.16,0.25,0.01,0.95,0.34,0.66,0.3,0.64,0.38,0.57,0.0,0.17
xapian.csv,0.63,0.49,0.82,0.71,0.54,0.55,0.86,0.91,0.9,0.49,0.32,1.0,0.16,0.38,0.8,0.59
xqilla.csv,0.61,0.17,0.05,0.0,0.37,0.52,0.59,0.0,0.45,0.24,0.26,0.06,0.53,0.0,0.4,0.42
