,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.72,0.63,0.64,0.49,0.68,0.62,0.92,0.69,0.54,0.71,0.03,0.36,0.52,0.59,0.68,0.7
arcallians.csv,0.64,0.63,0.5,0.49,0.53,0.05,0.64,0.99,0.55,0.38,0.76,0.7,0.7,0.82,0.64,0.62
arianne.csv,0.01,0.53,0.71,0.51,0.57,0.69,0.72,0.75,0.66,0.78,0.67,1.01,0.67,0.57,0.68,0.66
aztec.csv,0.82,0.98,0.98,1.0,0.94,0.57,0.21,0.8,0.88,1.0,0.99,1.0,0.85,0.92,0.96,0.87
biopax.csv,0.64,0.63,0.48,0.67,0.74,0.6,0.84,0.55,0.73,0.58,0.62,0.7,0.64,0.76,0.03,0.64
bl-toolkit.csv,0.63,0.55,0.02,0.73,0.28,0.98,0.51,0.95,0.56,0.81,0.67,0.69,0.93,0.67,0.49,0.57
gnupdate.csv,0.92,0.62,0.81,0.69,0.5,0.7,0.99,0.72,0.65,0.0,0.79,0.67,0.83,0.8,0.8,0.72
les-indemodables.csv,0.71,0.56,0.66,0.6,0.62,0.6,0.8,0.63,0.59,0.72,0.82,0.75,0.77,0.05,0.75,0.69
ng4j.csv,0.68,0.53,0.53,0.48,0.37,0.48,0.79,0.56,0.43,0.52,0.75,0.74,0.47,0.62,0.59,0.05
openxava.csv,0.78,0.71,0.83,0.62,0.95,0.91,0.95,0.0,0.74,0.86,0.92,0.75,0.86,0.57,0.92,0.79
phonon-vlc-mplayer.csv,0.75,0.59,0.67,0.57,0.07,0.81,0.97,0.68,0.74,0.52,0.8,1.0,0.77,0.62,0.61,0.7
qgis.csv,0.75,0.04,0.74,0.81,0.53,0.64,0.81,0.96,0.66,0.82,0.67,0.79,0.55,0.81,0.5,0.5
rsyslog.csv,0.56,0.56,0.68,0.06,0.53,0.45,0.77,0.46,0.61,0.39,0.73,0.81,0.56,0.65,0.68,0.54
vars-redux.csv,0.72,0.79,0.77,0.77,0.75,0.6,0.88,0.59,0.04,0.61,0.86,0.67,0.96,0.48,0.72,0.76
xapian.csv,0.85,0.63,0.84,0.79,0.7,0.81,0.96,0.9,0.61,0.62,0.74,0.49,0.12,0.56,0.87,0.87
xqilla.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
