,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.2,0.12,0.05,0.25,0.53,0.2,0.03,0.54,0.33,0.66,0.03,0.13,0.15,0.49,0.05,0.02
arcallians.csv,0.29,0.28,0.23,0.17,0.25,0.02,0.16,0.95,0.49,0.15,0.19,0.2,0.12,0.51,0.3,0.42
arianne.csv,0.01,0.35,0.14,0.21,0.32,0.48,0.1,0.42,0.33,0.6,0.58,0.15,0.16,0.37,0.1,0.42
aztec.csv,0.76,0.0,0.0,0.0,0.06,0.35,0.0,0.27,0.75,0.0,0.0,0.03,0.03,0.0,0.95,0.85
biopax.csv,0.54,0.59,0.41,0.12,0.73,0.52,0.8,0.55,0.72,0.3,0.25,0.62,0.6,0.75,0.0,0.61
bl-toolkit.csv,0.36,0.43,0.0,0.33,0.2,0.02,0.35,0.92,0.49,0.3,0.4,0.16,0.1,0.18,0.15,0.36
gnupdate.csv,0.67,0.41,0.09,0.54,0.06,0.6,0.88,0.36,0.57,0.0,0.13,0.09,0.59,0.38,0.45,0.46
les-indemodables.csv,0.15,0.32,0.23,0.17,0.19,0.1,0.08,0.27,0.22,0.16,0.21,0.35,0.08,0.0,0.15,0.22
ng4j.csv,0.25,0.39,0.27,0.12,0.31,0.25,0.07,0.56,0.36,0.38,0.24,0.32,0.26,0.58,0.1,0.0
openxava.csv,0.71,0.16,0.09,0.08,0.09,0.02,0.38,0.0,0.09,0.15,0.1,0.34,0.12,0.06,0.05,0.68
phonon-vlc-mplayer.csv,0.62,0.38,0.36,0.42,0.01,0.15,0.71,0.57,0.7,0.27,0.15,0.08,0.01,0.54,0.6,0.61
qgis.csv,0.29,0.03,0.5,0.71,0.3,0.38,0.39,0.89,0.24,0.72,0.53,0.79,0.3,0.77,0.35,0.36
rsyslog.csv,0.27,0.3,0.41,0.04,0.45,0.22,0.31,0.27,0.54,0.16,0.33,0.46,0.25,0.35,0.35,0.36
vars-redux.csv,0.2,0.16,0.14,0.0,0.15,0.12,0.08,0.4,0.01,0.13,0.09,0.1,0.06,0.14,0.0,0.1
xapian.csv,0.09,0.28,0.0,0.17,0.14,0.35,0.05,0.58,0.22,0.48,0.59,0.36,0.0,0.38,0.45,0.19
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
