,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.71,0.67,0.84,0.62,0.64,0.58,0.92,0.69,0.52,0.44,0.47,0.94,0.69,0.47,0.75,0.86
arcallians.csv,0.7,0.61,0.52,0.61,0.82,0.56,0.93,0.5,0.39,0.81,0.89,0.83,0.89,0.74,0.62,0.67
arianne.csv,0.52,0.45,0.67,0.42,0.57,0.37,0.97,0.92,0.63,0.39,0.4,0.94,0.74,0.47,0.68,0.63
aztec.csv,0.49,0.5,0.0,0.0,0.93,0.79,0.95,0.97,0.54,0.0,0.5,0.75,0.86,0.67,0.46,0.47
biopax.csv,0.49,0.42,0.57,0.5,0.51,0.46,0.45,0.36,0.42,0.53,0.62,0.41,0.48,0.46,0.49,0.52
bl-toolkit.csv,0.55,0.54,0.47,0.59,0.73,0.5,0.53,0.49,0.45,0.68,0.52,0.95,0.91,0.64,0.56,0.59
gnupdate.csv,0.61,0.63,0.83,0.68,0.98,0.56,0.49,0.5,0.48,0.95,0.9,0.91,0.6,0.75,0.7,0.56
les-indemodables.csv,0.83,0.55,0.67,0.47,0.75,0.64,0.97,0.49,0.65,0.95,0.89,0.76,0.92,0.63,0.82,0.85
ng4j.csv,0.67,0.52,0.7,0.65,0.68,0.56,0.96,0.37,0.44,0.76,0.87,0.77,0.64,0.49,0.59,0.84
openxava.csv,0.5,0.68,0.82,0.5,0.95,0.8,0.66,0.94,0.84,0.94,0.96,0.63,0.93,0.6,0.86,0.56
phonon-vlc-mplayer.csv,0.6,0.57,0.63,0.62,0.92,0.87,0.53,0.82,0.48,0.82,0.98,0.89,0.86,0.52,0.51,0.61
qgis.csv,0.68,0.55,0.74,0.64,0.66,0.56,0.57,0.53,0.71,0.61,0.5,0.44,0.57,0.6,0.6,0.59
rsyslog.csv,0.56,0.53,0.47,0.58,0.56,0.58,0.62,0.54,0.38,0.81,0.6,0.42,0.63,0.57,0.57,0.52
vars-redux.csv,0.73,0.82,0.73,0.67,0.96,0.52,0.96,0.39,0.52,0.68,0.97,0.92,0.83,0.48,0.75,0.91
xapian.csv,0.96,0.55,0.88,0.8,0.84,0.96,0.94,0.79,0.64,0.7,0.58,0.5,0.83,0.64,0.93,0.86
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0
