,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.0,2.0,1.0,1.0,0.0,0.0,7.0,2.0,243.0,77.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0
all-plasm.csv,1.0,0.0,4.0,0.0,0.0,0.0,9.0,1.0,648.0,14.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
awemud.csv,1.0,1.0,4.0,0.0,0.0,0.0,6.0,1.0,91.0,6.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0
buddata-ebxml-registry.csv,1.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,1354.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,7.0
bullet.csv,2.0,1.0,7.0,1.0,0.0,0.0,1.0,10.0,111.0,3.0,2.0,7.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0
dvd-create.csv,2.0,2.0,6.0,1.0,0.0,0.0,25.0,3.0,863.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0
gbif-indexingtoolkit.csv,1.0,3.0,0.0,1.0,0.0,1.0,9.0,2.0,1483.0,8.0,2.0,2.0,13.0,0.0,1.0,0.0,1.0,5.0,3.0
go.csv,2.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,758.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0
gss.csv,0.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,532.0,11.0,1.0,36.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0
jmule.csv,1.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,1950.0,5.0,0.0,2.0,1.0,0.0,4.0,0.0,2.0,3.0,0.0
kwave.csv,2.0,4.0,0.0,1.0,0.0,3.0,8.0,0.0,1150.0,18.0,1.0,71.0,9.0,0.0,0.0,1.0,0.0,6.0,7.0
libarchive.csv,0.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,511.0,18.0,0.0,3.0,5.0,2.0,0.0,2.0,0.0,1.0,1.0
linux-ntfs.csv,1.0,1.0,0.0,3.0,0.0,0.0,7.0,1.0,30.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
lsb.csv,1.0,3.0,8.0,0.0,0.0,2.0,5.0,4.0,399.0,18.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0
mp-rechnungs-und-kundenverwaltung.csv,2.0,0.0,5.0,1.0,0.0,0.0,0.0,8.0,150.0,77.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
qcad2.csv,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,410.0,11.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0
qtwin.csv,2.0,123.0,71.0,181.0,91.0,2.0,0.0,5.0,28.0,77.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,116.0,0.0
stemkit.csv,6.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,292.0,0.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0
xinity.csv,2.0,4.0,0.0,1.0,0.0,2.0,11.0,1.0,1765.0,10.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,6.0,4.0
