,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.9,0.42,0.79,0.52,0.7,0.94,0.53,0.8,0.83,0.58,0.64,0.39
delphilhlplib.csv,0.39,0.74,0.5,0.7,0.9,0.96,0.56,0.89,0.48,0.52,0.6,0.92
factor.csv,0.0,0.87,0.95,0.5,0.89,0.0,0.49,0.5,0.47,0.92,0.5,0.6
fceugc.csv,0.38,0.66,0.58,0.56,0.57,0.58,0.6,0.39,0.58,0.62,0.53,0.54
fltk.csv,0.65,0.52,0.62,0.52,0.78,0.95,0.43,0.9,0.46,0.59,0.51,0.62
jstock.csv,0.41,0.62,0.63,0.71,0.9,0.45,0.55,0.52,0.48,0.87,0.54,0.64
lportal.csv,0.75,0.93,0.83,0.0,0.67,0.0,0.74,0.0,0.75,0.0,0.0,0.92
natpad.csv,0.8,0.45,0.58,0.48,0.7,0.96,0.39,0.83,0.38,0.42,0.52,0.4
ogre.csv,0.51,0.55,0.53,0.45,0.41,0.45,0.55,0.33,0.5,0.4,0.66,0.49
phet.csv,0.72,0.97,0.92,0.66,0.46,0.49,0.98,0.38,0.69,0.92,0.79,0.9
sandiaportals.csv,0.45,0.49,0.59,0.62,0.77,0.96,0.41,0.9,0.45,0.73,0.53,0.47
sumatrapdf.csv,0.4,0.43,0.39,0.4,0.58,0.47,0.39,0.42,0.4,0.33,0.42,0.4
