,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.6,0.64,0.09,0.48,0.8,0.88,0.04,0.2,1.0,0.38,0.79,0.61
delphilhlplib.csv,0.9,0.86,0.14,0.55,0.9,0.92,0.05,0.56,1.0,0.16,0.9,0.62
factor.csv,0.0,0.62,0.23,0.5,0.78,1.0,0.06,0.0,0.88,0.15,0.93,0.67
fceugc.csv,0.75,0.59,0.25,0.56,0.43,0.97,0.06,0.33,0.83,0.18,0.68,0.54
fltk.csv,0.77,0.77,0.29,0.39,0.89,0.91,0.04,0.2,1.0,0.18,0.84,0.62
jstock.csv,0.74,0.73,0.19,0.47,0.9,0.98,0.05,0.52,0.97,0.2,0.86,0.68
lportal.csv,1.0,0.6,0.17,0.0,1.0,1.0,0.14,0.0,1.0,0.0,1.0,0.75
natpad.csv,0.8,0.62,0.18,0.41,0.56,0.93,0.06,0.17,0.84,0.13,0.94,0.58
ogre.csv,0.72,0.61,0.24,0.32,0.29,1.0,0.04,0.23,0.71,0.17,0.38,0.4
phet.csv,0.79,0.25,0.43,0.21,0.19,1.0,0.02,0.2,0.54,0.08,0.52,0.2
sandiaportals.csv,0.75,0.64,0.18,0.41,0.69,0.93,0.04,0.3,0.93,0.12,0.87,0.6
sumatrapdf.csv,0.74,0.6,0.22,0.36,0.73,0.97,0.04,0.34,0.88,0.17,0.7,0.54
