,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.73,0.71,0.73,0.57,0.76,0.65,0.83,0.53,0.45,0.74,0.04,0.43,0.7,0.5,0.8,0.8
arcallians.csv,0.76,0.6,0.52,0.6,0.5,0.02,0.8,0.61,0.48,0.63,0.72,0.4,0.66,0.51,0.66,0.66
arianne.csv,0.02,0.76,0.74,0.75,0.63,0.58,0.59,0.53,0.67,0.83,0.84,1.05,0.81,0.77,0.69,0.58
aztec.csv,0.86,0.86,0.94,1.0,0.88,0.58,0.0,1.04,0.85,1.0,1.0,0.67,0.89,0.96,0.96,0.89
biopax.csv,0.59,0.64,0.69,0.64,0.88,0.63,0.82,0.98,0.73,0.52,0.69,0.68,0.74,0.78,0.01,0.45
bl-toolkit.csv,0.59,0.58,0.04,0.57,0.41,0.54,0.57,0.99,0.67,0.8,0.76,0.47,0.66,0.61,0.57,0.67
gnupdate.csv,0.82,0.61,0.79,0.53,0.35,0.68,0.88,0.87,0.48,0.05,0.77,0.67,0.84,0.55,0.66,0.59
les-indemodables.csv,0.82,0.59,0.59,0.63,0.52,0.54,0.74,0.64,0.51,0.74,0.7,0.53,0.5,0.08,0.72,0.81
ng4j.csv,0.67,0.53,0.7,0.52,0.43,0.76,0.92,0.75,0.54,0.38,0.86,0.52,0.74,0.88,0.57,0.15
openxava.csv,0.76,0.82,0.89,0.96,0.96,1.0,0.95,0.0,0.92,0.9,0.99,0.71,0.74,0.87,1.0,0.85
phonon-vlc-mplayer.csv,0.78,0.55,0.71,0.88,0.04,0.92,0.76,0.91,0.77,0.73,0.67,0.75,0.81,0.65,0.53,0.77
qgis.csv,0.71,0.01,0.82,0.55,0.49,0.58,0.77,0.78,0.6,0.67,0.6,0.81,0.63,0.72,0.52,0.67
rsyslog.csv,0.64,0.61,0.75,0.06,0.62,0.59,0.89,0.56,0.59,0.54,0.62,0.56,0.6,0.49,0.64,0.63
vars-redux.csv,0.81,0.74,0.84,0.74,0.89,0.8,0.88,0.47,0.04,0.61,0.7,0.38,0.77,0.84,0.86,0.75
xapian.csv,0.66,0.57,0.83,0.69,0.56,0.49,0.56,0.58,0.57,0.81,0.9,0.37,0.08,0.59,1.01,0.81
xqilla.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
