,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0
arcallians.csv,0.0,3.0,2.0,1.0,8.0,0.0,13.0,4.0,0.0,2.0,0.0,15.0,2.0,2.0,1.0,6.0
arianne.csv,0.0,0.0,0.0,1.0,16.0,0.0,17.0,4.0,1.0,1.0,0.0,119.0,2.0,0.0,1.0,6.0
aztec.csv,0.0,1.0,0.0,49.0,1.0,0.0,0.0,75.0,2.0,105.0,259.0,6.0,5.0,13.0,2.0,1.0
biopax.csv,2.0,0.0,2.0,3.0,24.0,0.0,30.0,33.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,7.0
bl-toolkit.csv,1.0,2.0,0.0,3.0,4.0,0.0,5.0,32.0,1.0,1.0,0.0,23.0,3.0,3.0,0.0,8.0
gnupdate.csv,4.0,0.0,1.0,1.0,3.0,2.0,18.0,81.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0
les-indemodables.csv,1.0,0.0,0.0,2.0,2.0,0.0,8.0,20.0,3.0,9.0,1.0,12.0,2.0,0.0,0.0,4.0
ng4j.csv,0.0,0.0,0.0,1.0,4.0,2.0,2.0,35.0,7.0,1.0,0.0,27.0,9.0,0.0,1.0,0.0
openxava.csv,0.0,6.0,0.0,0.0,0.0,83.0,42.0,0.0,0.0,0.0,0.0,24.0,12.0,0.0,90.0,1.0
phonon-vlc-mplayer.csv,0.0,1.0,0.0,4.0,0.0,0.0,5.0,33.0,2.0,2.0,0.0,37.0,1.0,0.0,2.0,1.0
qgis.csv,1.0,0.0,0.0,1.0,19.0,1.0,62.0,28.0,1.0,5.0,0.0,43.0,4.0,10.0,0.0,3.0
rsyslog.csv,3.0,0.0,1.0,0.0,0.0,3.0,30.0,29.0,1.0,2.0,0.0,11.0,2.0,3.0,0.0,1.0
vars-redux.csv,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,7.0,1.0,0.0,0.0,0.0
xapian.csv,0.0,3.0,1.0,1.0,7.0,0.0,3.0,1.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,6.0
xqilla.csv,203.0,171.0,71.0,49.0,256.0,83.0,318.0,147.0,115.0,105.0,259.0,0.0,113.0,101.0,90.0,78.0
