,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.27,0.3,0.28,0.54,0.25,0.36,0.17,0.69,0.59,0.5,0.99,0.67,0.31,0.62,0.2,0.2
arcallians.csv,0.26,0.51,0.56,0.5,0.54,0.98,0.21,0.94,0.67,0.4,0.31,0.67,0.35,0.59,0.41,0.35
arianne.csv,0.98,0.46,0.72,0.92,0.51,0.64,0.46,0.81,0.59,0.9,0.66,0.0,0.23,0.43,0.38,0.55
aztec.csv,0.75,0.14,0.06,0.0,0.12,0.52,1.0,0.19,0.86,0.0,0.0,0.33,0.12,0.08,0.9,0.85
biopax.csv,0.6,0.81,0.88,0.73,0.97,0.66,0.92,1.0,0.96,0.7,0.55,1.0,0.85,1.0,0.99,0.8
bl-toolkit.csv,0.51,0.58,0.96,0.62,0.64,0.55,0.46,0.88,0.73,0.6,0.71,0.67,0.38,0.41,0.52,0.55
gnupdate.csv,0.23,0.45,0.22,0.5,0.67,0.34,0.12,0.56,0.69,0.95,0.23,0.33,0.19,0.62,0.39,0.45
les-indemodables.csv,0.2,0.63,0.44,0.38,0.55,0.55,0.38,0.62,0.59,0.3,0.34,1.0,0.54,0.92,0.32,0.2
ng4j.csv,0.42,0.57,0.3,0.54,0.7,0.25,0.08,0.31,0.76,0.65,0.15,0.67,0.31,0.92,0.45,0.85
openxava.csv,0.38,0.2,0.12,0.04,0.06,0.0,0.08,1.0,0.08,0.1,0.01,0.33,0.35,0.14,0.0,0.35
phonon-vlc-mplayer.csv,0.6,0.51,0.46,0.73,0.96,0.11,0.25,0.81,0.8,0.9,0.37,0.33,0.19,0.78,0.83,0.6
qgis.csv,0.31,0.99,0.48,0.54,0.64,0.52,0.29,0.75,0.53,0.4,0.5,1.0,0.38,0.32,0.48,0.35
rsyslog.csv,0.42,0.55,0.32,0.96,0.52,0.45,0.12,0.75,0.53,0.55,0.46,0.67,0.42,0.7,0.38,0.4
vars-redux.csv,0.2,0.26,0.16,0.27,0.12,0.2,0.12,0.62,0.98,0.45,0.31,0.67,0.23,0.16,0.14,0.25
xapian.csv,0.36,0.52,0.2,0.31,0.46,0.52,0.54,0.5,0.55,0.2,0.1,1.0,0.92,0.46,0.32,0.2
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
