,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.4,0.22,0.09,0.33,0.21,0.22,0.04,0.19,0.0,0.23,0.93,0.25
echongl.csv,0.22,0.29,0.14,0.3,0.34,0.43,0.99,0.03,0.38,0.63,0.24,0.13
hazelcast.csv,0.52,0.99,0.7,0.67,0.75,0.88,0.77,0.27,0.69,0.82,0.23,0.35
japano.csv,0.45,0.85,0.74,0.65,1.0,0.82,0.79,0.24,0.67,0.7,0.26,0.33
jmol.csv,0.42,0.75,0.36,0.59,0.64,1.0,0.28,0.28,0.41,0.69,0.25,0.42
mobicents.csv,0.48,0.53,0.46,0.99,0.69,0.64,0.73,0.31,0.37,0.62,0.4,0.33
nunit.csv,0.52,0.66,0.68,0.47,0.64,0.55,0.54,0.34,0.25,0.42,0.38,0.95
openefm.csv,0.95,0.5,0.66,0.44,0.54,0.45,0.37,0.35,0.33,0.61,0.33,0.34
snakeyaml.csv,0.4,0.53,0.68,0.49,0.65,0.73,0.34,0.94,0.69,0.5,0.4,0.29
trackit.csv,0.34,0.56,1.0,0.45,0.46,0.2,0.6,0.06,0.49,0.55,0.12,0.18
unicase.csv,0.44,0.87,0.62,0.65,0.86,0.78,0.86,0.26,0.51,0.99,0.23,0.42
wheat.csv,0.32,0.56,0.2,0.35,0.44,0.37,0.3,0.14,0.96,0.3,0.23,0.29
