,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.3,0.13,0.05,0.22,0.12,0.13,0.02,0.11,0.0,0.13,0.88,0.2
echongl.csv,0.18,0.18,0.07,0.23,0.22,0.29,0.99,0.04,0.32,0.53,0.38,0.18
hazelcast.csv,0.97,0.98,0.78,0.93,0.62,0.95,0.85,1.0,0.86,0.87,0.88,0.82
japano.csv,0.76,0.85,0.78,0.9,1.0,0.84,0.89,0.81,0.93,0.72,0.88,0.9
jmol.csv,0.55,0.6,0.24,0.6,0.49,0.99,0.18,0.52,0.32,0.61,0.88,0.55
mobicents.csv,0.48,0.38,0.34,0.98,0.54,0.5,0.63,0.3,0.25,0.5,0.75,0.42
nunit.csv,0.61,0.56,0.66,0.39,0.48,0.41,0.4,0.37,0.18,0.29,0.75,0.9
openefm.csv,0.94,0.38,0.66,0.38,0.38,0.31,0.28,0.78,0.25,0.53,0.5,0.38
snakeyaml.csv,0.55,0.42,0.66,0.49,0.5,0.65,0.25,0.93,0.82,0.4,0.88,0.6
trackit.csv,0.42,0.42,1.0,0.4,0.31,0.12,0.45,0.11,0.46,0.45,0.25,0.28
unicase.csv,0.76,0.87,0.61,0.84,0.8,0.74,0.97,0.89,0.46,0.99,0.88,0.78
wheat.csv,0.3,0.4,0.12,0.25,0.29,0.24,0.19,0.19,0.93,0.18,0.38,0.38
