,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.59,0.88,0.67,0.62,0.94,0.76,1.0,0.6,0.0,0.84,1.0,0.32
echongl.csv,0.27,0.71,1.0,0.46,0.84,0.85,1.0,0.03,0.47,0.79,0.18,0.11
hazelcast.csv,0.36,1.0,0.63,0.52,0.93,0.82,0.71,0.16,0.57,0.77,0.13,0.22
japano.csv,0.32,0.85,0.71,0.51,1.0,0.79,0.71,0.14,0.52,0.69,0.16,0.21
jmol.csv,0.35,1.0,0.71,0.59,0.91,1.0,0.64,0.19,0.56,0.8,0.15,0.34
mobicents.csv,0.48,0.84,0.7,1.0,0.97,0.89,0.87,0.33,0.7,0.82,0.27,0.27
nunit.csv,0.45,0.79,0.69,0.58,0.97,0.85,0.8,0.32,0.42,0.78,0.25,1.0
openefm.csv,0.97,0.72,0.66,0.54,0.94,0.84,0.55,0.23,0.47,0.72,0.25,0.31
snakeyaml.csv,0.31,0.74,0.71,0.49,0.94,0.81,0.53,0.96,0.59,0.67,0.26,0.2
trackit.csv,0.29,0.85,1.0,0.5,0.87,0.63,0.88,0.04,0.52,0.69,0.08,0.14
unicase.csv,0.31,0.87,0.62,0.53,0.93,0.82,0.77,0.15,0.57,0.98,0.13,0.29
wheat.csv,0.34,0.96,0.56,0.6,0.92,0.83,0.68,0.12,1.0,0.74,0.17,0.23
