,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.35,0.16,0.06,0.26,0.15,0.16,0.02,0.13,0.0,0.16,0.9,0.24
echongl.csv,0.21,0.21,0.09,0.27,0.24,0.33,0.99,0.05,0.35,0.55,0.42,0.21
hazelcast.csv,0.42,0.98,0.45,0.35,0.53,0.33,0.36,0.52,0.58,0.65,0.39,0.54
japano.csv,0.51,0.52,0.67,0.32,1.0,0.17,0.2,0.55,0.0,0.38,0.61,0.32
jmol.csv,0.54,0.65,0.28,0.59,0.45,0.99,0.21,0.54,0.36,0.61,0.56,0.58
mobicents.csv,0.52,0.41,0.38,0.98,0.58,0.53,0.65,0.35,0.29,0.53,0.74,0.46
nunit.csv,0.62,0.41,0.61,0.43,0.52,0.45,0.44,0.42,0.21,0.33,0.73,0.92
openefm.csv,0.95,0.32,0.58,0.41,0.42,0.35,0.3,0.74,0.29,0.51,0.54,0.42
snakeyaml.csv,0.51,0.34,0.63,0.49,0.51,0.55,0.27,0.94,0.63,0.41,0.81,0.52
trackit.csv,0.43,0.45,1.0,0.43,0.31,0.14,0.5,0.13,0.47,0.46,0.28,0.31
unicase.csv,0.43,0.63,0.53,0.52,0.35,0.54,0.6,0.6,0.48,0.98,0.41,0.7
wheat.csv,0.34,0.45,0.14,0.29,0.33,0.28,0.22,0.22,0.94,0.21,0.42,0.42
