,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.82,0.88,0.67,0.95,0.94,0.94,0.5,0.8,0.0,0.99,0.86,0.96
echongl.csv,0.91,0.93,0.67,0.94,0.88,0.85,0.37,0.97,0.63,0.54,0.88,0.64
hazelcast.csv,0.37,0.33,0.35,0.34,0.33,0.32,0.31,0.37,0.31,0.34,0.36,0.31
japano.csv,0.44,0.44,0.49,0.38,0.49,0.36,0.32,0.45,0.36,0.48,0.44,0.37
jmol.csv,0.54,0.42,0.57,0.44,0.45,0.38,0.82,0.61,0.62,0.41,0.4,0.57
mobicents.csv,0.52,0.6,0.7,0.52,0.57,0.52,0.39,0.96,0.9,0.49,0.5,0.6
nunit.csv,0.48,0.56,0.62,0.62,0.74,0.56,0.6,0.84,0.75,0.73,0.46,0.92
openefm.csv,0.66,0.66,0.56,0.63,0.84,0.68,0.67,0.53,0.87,0.53,0.62,0.88
snakeyaml.csv,0.59,0.71,0.63,0.63,0.85,0.44,0.79,0.96,0.46,0.72,0.67,0.53
trackit.csv,0.61,0.7,0.54,0.71,0.76,0.95,0.65,0.97,0.6,0.63,0.76,0.65
unicase.csv,0.43,0.42,0.47,0.4,0.52,0.42,0.3,0.45,0.57,0.44,0.38,0.49
wheat.csv,0.62,0.61,0.89,0.86,0.59,0.83,0.96,0.88,0.54,0.99,0.72,0.69
