,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,1.0,0.0,0.0,16.0,40.0,4.0,3.0,1.0,31.0,11.0,1.0,11.0,5.0,0.0,1.0,0.0,0.0,0.0
archive-crawler.csv,2.0,0.0,0.0,11.0,64.0,20.0,9.0,0.0,62.0,10.0,4.0,0.0,3.0,0.0,4.0,2.0,38.0,3.0
customwars.csv,5.0,0.0,0.0,12.0,39.0,4.0,6.0,0.0,44.0,11.0,0.0,14.0,3.0,0.0,8.0,0.0,0.0,1.0
gbif-providertoolkit.csv,0.0,0.0,2.0,3.0,17.0,0.0,2.0,0.0,0.0,2.0,7.0,3.0,1.0,0.0,2.0,0.0,16.0,1.0
gss.csv,2.0,0.0,2.0,31.0,20.0,20.0,0.0,2.0,33.0,3.0,20.0,4.0,1.0,1.0,1.0,0.0,27.0,0.0
heekscad.csv,0.0,3.0,2.0,23.0,7.0,0.0,3.0,0.0,52.0,1.0,7.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0
ikvm.csv,3.0,3.0,0.0,30.0,15.0,3.0,17.0,0.0,13.0,1.0,1.0,13.0,2.0,2.0,1.0,1.0,37.0,5.0
jaxen.csv,0.0,126.0,1.0,87.0,415.0,6.0,144.0,0.0,0.0,104.0,2.0,4.0,55.0,0.0,88.0,0.0,260.0,0.0
jcae.csv,0.0,0.0,51.0,0.0,1.0,4.0,0.0,2.0,4.0,1.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
levent.csv,5.0,13.0,2.0,30.0,46.0,7.0,3.0,0.0,24.0,6.0,5.0,7.0,3.0,1.0,4.0,0.0,15.0,0.0
nicepress.csv,4.0,1.0,1.0,15.0,2.0,6.0,9.0,2.0,86.0,0.0,7.0,2.0,1.0,7.0,1.0,2.0,0.0,1.0
pnotepad.csv,2.0,9.0,1.0,42.0,23.0,0.0,1.0,0.0,53.0,4.0,12.0,4.0,4.0,1.0,4.0,0.0,44.0,0.0
qcad2.csv,1.0,3.0,5.0,22.0,14.0,3.0,0.0,0.0,32.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,138.0,2.0
qedo.csv,123.0,0.0,51.0,87.0,415.0,80.0,6.0,0.0,86.0,9.0,111.0,2.0,4.0,50.0,6.0,3.0,0.0,49.0
quarkplusplus.csv,1.0,5.0,0.0,23.0,83.0,1.0,5.0,1.0,45.0,5.0,1.0,4.0,0.0,1.0,5.0,1.0,16.0,3.0
sigil.csv,0.0,0.0,1.0,20.0,12.0,4.0,1.0,0.0,39.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0
xcsoar.csv,0.0,0.0,0.0,16.0,10.0,16.0,9.0,0.0,14.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0
xuggle.csv,1.0,3.0,0.0,32.0,0.0,3.0,0.0,1.0,48.0,1.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
