,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.93,1.01,0.83,0.55,0.87,0.17,0.87,0.85,0.97,0.75,0.83,0.86,0.8,0.52,0.88,0.74,0.77,0.79,0.88,0.79
cuberok.csv,0.68,0.46,0.64,0.79,0.84,0.82,0.64,0.69,0.63,0.41,0.8,0.63,0.79,0.59,0.81,0.46,0.96,0.71,0.68,0.71
emisview.csv,1.0,0.63,0.94,1.0,0.93,0.77,0.44,0.71,0.72,1.0,0.81,0.86,0.74,1.0,0.39,0.5,1.0,1.0,0.91,1.0
jas.csv,0.59,0.98,0.66,0.51,0.93,0.65,0.7,0.62,1.03,0.68,0.7,0.6,0.68,0.45,0.4,0.75,0.79,0.87,0.67,1.0
jatlas.csv,0.75,0.15,0.79,0.95,0.7,0.67,0.85,0.79,0.9,0.76,1.0,0.67,0.99,1.0,0.49,0.42,0.95,0.65,0.92,0.62
javaprofiler.csv,0.63,0.68,0.67,1.0,0.79,0.97,0.5,0.8,1.0,0.78,0.38,0.98,0.75,0.85,0.97,0.79,0.92,0.76,0.29,0.88
jchassis.csv,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.09,1.0,1.0,1.0,1.0,1.0,1.0
jgossipforum.csv,0.69,0.81,0.88,0.81,0.87,0.93,0.6,0.73,0.69,0.67,0.06,0.86,0.97,1.06,1.0,0.63,0.86,0.72,0.79,0.52
jrefactory.csv,0.63,1.0,0.51,0.97,0.43,0.81,0.96,0.96,0.69,0.8,0.95,0.98,0.75,0.79,1.16,0.92,0.79,0.58,0.88,0.97
kdenlive.csv,0.47,0.48,0.56,0.95,0.93,0.87,0.7,0.63,0.59,0.52,0.77,0.62,0.81,0.59,0.82,0.54,0.68,0.88,0.78,0.84
m-m-m.csv,0.66,0.84,0.45,0.52,0.82,1.0,0.72,0.83,0.76,0.74,0.94,1.04,0.64,0.79,0.96,0.7,0.65,0.81,0.78,0.97
octet.csv,0.79,0.72,0.94,1.01,0.96,0.62,0.89,0.87,0.8,0.87,0.82,0.26,0.86,1.04,0.44,0.69,0.96,0.7,0.77,0.82
opendvr.csv,0.75,0.39,0.9,0.83,0.9,0.63,0.89,0.6,0.74,0.61,0.51,0.57,1.0,1.01,0.48,0.42,0.37,0.7,0.77,0.79
opennms.csv,0.79,0.53,0.95,0.9,0.96,0.94,0.61,0.34,0.65,0.83,0.48,0.86,0.77,1.0,0.51,0.86,0.75,1.0,0.95,1.0
poormans.csv,0.79,0.61,0.86,1.02,0.71,0.93,0.65,0.75,0.97,0.67,0.8,0.71,0.94,1.0,0.37,0.35,0.77,0.92,0.93,0.55
power-architect.csv,1.0,0.91,0.66,1.0,0.97,0.61,0.56,0.77,1.0,0.89,0.68,0.62,0.25,0.76,0.68,0.81,1.0,0.98,0.9,0.83
rohxel.csv,0.51,0.81,0.98,0.64,0.74,1.05,0.69,0.92,0.27,0.79,1.0,0.87,0.93,1.0,0.88,0.52,0.7,0.72,0.88,0.76
synecdoche.csv,0.74,0.71,1.04,1.14,0.75,0.54,0.73,0.62,0.71,0.97,0.64,0.84,0.66,1.07,0.97,0.52,0.71,0.39,0.85,0.82
thedata.csv,0.51,0.51,0.94,0.84,0.67,0.86,0.86,0.77,0.89,0.8,0.61,0.83,0.89,1.07,0.58,0.69,0.72,0.72,0.67,0.08
x-ray-mule.csv,0.84,0.57,0.85,0.28,0.76,0.99,0.96,0.68,0.74,1.01,0.74,0.82,0.86,0.6,0.82,0.82,1.0,0.92,0.6,1.0
