,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,3.0,66.0,0.0,1.0,1.0,1.0,10.0,6.0,0.0,4.0,37.0,0.0,0.0,3.0,0.0,19.0,0.0,3.0,1.0,6.0
cuberok.csv,1.0,15.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,5.0,2.0,0.0,8.0,10.0,2.0,0.0,1.0,0.0,2.0
emisview.csv,109.0,2.0,0.0,49.0,4.0,0.0,4.0,7.0,0.0,56.0,12.0,1.0,0.0,67.0,5.0,6.0,74.0,71.0,0.0,65.0
jas.csv,3.0,29.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,5.0,103.0,6.0,0.0,9.0,4.0,24.0,0.0,6.0,0.0,65.0
jatlas.csv,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,3.0,224.0,3.0,0.0,67.0,22.0,3.0,1.0,1.0,0.0,0.0
javaprofiler.csv,3.0,28.0,0.0,1.0,0.0,8.0,6.0,0.0,0.0,1.0,43.0,5.0,0.0,10.0,10.0,30.0,0.0,7.0,0.0,8.0
jchassis.csv,109.0,66.0,60.0,49.0,88.0,0.0,75.0,104.0,49.0,56.0,224.0,57.0,0.0,3.0,124.0,161.0,74.0,71.0,110.0,65.0
jgossipforum.csv,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,3.0,1.0,67.0,124.0,6.0,8.0,2.0,1.0,0.0
jrefactory.csv,0.0,35.0,0.0,0.0,1.0,9.0,3.0,4.0,0.0,1.0,104.0,4.0,0.0,9.0,63.0,38.0,0.0,0.0,0.0,10.0
kdenlive.csv,3.0,10.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,1.0,107.0,8.0,0.0,1.0,1.0,14.0,0.0,6.0,0.0,23.0
m-m-m.csv,3.0,36.0,0.0,1.0,0.0,10.0,3.0,0.0,0.0,1.0,102.0,5.0,0.0,10.0,10.0,40.0,0.0,3.0,0.0,10.0
octet.csv,4.0,12.0,0.0,5.0,11.0,2.0,8.0,1.0,1.0,8.0,122.0,4.0,0.0,67.0,0.0,10.0,0.0,0.0,0.0,20.0
opendvr.csv,3.0,6.0,1.0,0.0,5.0,0.0,6.0,0.0,0.0,1.0,59.0,0.0,0.0,67.0,10.0,1.0,0.0,0.0,1.0,15.0
opennms.csv,2.0,14.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,25.0,3.0,0.0,67.0,1.0,0.0,0.0,71.0,0.0,65.0
poormans.csv,0.0,3.0,0.0,49.0,1.0,0.0,2.0,2.0,0.0,0.0,12.0,1.0,1.0,67.0,6.0,0.0,0.0,3.0,0.0,0.0
power-architect.csv,3.0,35.0,0.0,1.0,2.0,4.0,5.0,3.0,0.0,2.0,100.0,7.0,0.0,10.0,1.0,28.0,0.0,3.0,0.0,6.0
rohxel.csv,1.0,4.0,0.0,1.0,0.0,67.0,9.0,1.0,0.0,1.0,224.0,4.0,0.0,67.0,0.0,1.0,1.0,4.0,1.0,2.0
synecdoche.csv,2.0,14.0,0.0,5.0,2.0,6.0,5.0,0.0,0.0,4.0,72.0,22.0,0.0,67.0,23.0,23.0,0.0,0.0,0.0,3.0
thedata.csv,1.0,26.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,7.0,93.0,3.0,0.0,67.0,37.0,18.0,1.0,1.0,0.0,0.0
x-ray-mule.csv,1.0,23.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,56.0,112.0,4.0,0.0,7.0,10.0,26.0,74.0,5.0,0.0,65.0
